tmdb_id,name,original_name,keywords,airing_date,poster_img_url,background_img_url,directors,cast,genres,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,next_episode_to_air,next_episode_air_date,origin_country,networks,production_companies,tags
37722,Dream High,드림하이,"high school, friendship, dream, love triangle, music teacher, bullying, romance, teacher, singer, school, singing, teen drama, strong, performing arts, music industry, cohabitation, friends to lovers, music, character development, youth, school bullying, teenager, multiple main characters",2011-01-03,https://image.tmdb.org/t/p/w500/vqlPVNTnYNoXTqyIaW2oN1qV2lZ.jpg,https://image.tmdb.org/t/p/original/uhfbqfzLlC5dhoTjU7QUKjz9UqE.jpg,"Bae Yong-Jun, Park Jin-young, Kim Seong-yoon, Lee Eung-bok","Park Jin-young, Kang So-ra, Jeong Jin-woon, Park Ji-yeon, Hyolyn, Park Seo-jun, Yoo So-young, Ailee, Jinyoung, Jeong Yeon-joo, Kim Jung-tae",Drama,2.0,32.0,67.0,Six dedicated students at Kirin Art High School work to achieve their dreams of becoming stars in the Korean music industry.,24.361,7.463,40.0,,,KR,KBS2,"CJ Entertainment, KEYEAST, JYP Entertainment",parkjin-young kangso-ra jeongjin-woon parkji-yeon hyolyn parkseo-jun yooso-young aile jinyoung jeongyeon-joo kimjung-ta highschool friendship dream lovetriangl musicteach bulli romanc teacher singer school sing teendrama strong performingart musicindustri cohabit friendstolov music characterdevelop youth schoolbulli teenag multiplemaincharact kbs2 drama six dedic student at kirin art high school work to achiev their dream of becom star in the korean music industry.
203954,Fall For You,네가 빠진 세계,,2022-10-20,https://image.tmdb.org/t/p/w500/77ggppfQexsYryAlz9pnjLFuZHu.jpg,https://image.tmdb.org/t/p/original/iL3rgyDXuJw8NkyGtOrLDHXAiLs.jpg,,"Nana, Yoon Hyun-suk, Kim Jae-won, Geum Dong-hyun, Ha Sun Ho",Drama,1.0,20.0,,Pop star Yoo Je-bi struggles with negative fan comments until she unexpectedly enters the world of a romance novel and starts a new life.,24.132,,,5.0,2022-11-03,KR,EBS 1,,
79070,Partners for Justice,검법남녀,"investigation, murder, serial killer, death, prosecutor, forensic, suspense",2018-05-14,https://image.tmdb.org/t/p/w500/4Hw5XEA24G2Ysafq87QoZbNOW4z.jpg,https://image.tmdb.org/t/p/original/d7LsIZcoyr8C7llUaB45QCxHPXx.jpg,Son Hyung-Suk,"Jung Jae-young, Jeong Yu-Mi, Oh Man-seok, No Min-woo, Kang Seung-hyun, Ahn Suk-hwan, Park Jun-gyu, Park Hee-jin, Go Gyu-pil, Kim Young-woong, Ju Jin-mo, Song Young-gyu, Noh Susanna","Drama, Mystery, Crime",2.0,64.0,30.0,"Baek Beom has worked as a forensic doctor for 10 years. He has a bad personality, but he is excellent with his work. Baek Beom does not open his mind to other people. Eun Sol is a rookie prosecutor with a warm heart. She has a bright personality and she comes from wealth family background. The forensic doctor and prosecutor work together to solve cases.",24.095,8.1,10.0,,,KR,MBC,HB Entertainment,"jungjae-young jeongyu-mi ohman-seok nomin-woo kangseung-hyun ahnsuk-hwan parkjun-gyu parkhee-jin gogyu-pil kimyoung-woong jujin-mo songyoung-gyu nohsusanna investig murder serialkil death prosecutor forens suspens mbc drama mysteri crime baek beom ha work as a forens doctor for 10 years. he ha a bad personality, but he is excel with hi work. baek beom doe not open hi mind to other people. eun sol is a rooki prosecutor with a warm heart. she ha a bright person and she come from wealth famili background. the forens doctor and prosecutor work togeth to solv cases."
74074,Because This Is My First Life,이번 생은 처음이라,"romance, marriage of convenience, housemates, cohabitation, multiple couples, eccentric male lead",2017-10-09,https://image.tmdb.org/t/p/w500/aVVmGHCDf32LhFQBXmTXl2APAPw.jpg,https://image.tmdb.org/t/p/original/xs5zIa1BkgZcrngGVC5tBL4OeSy.jpg,Park Joon-hwa,"Lee Min-ki, Jung So-min, Park Byung-eun, Esom, Kim Min-seok, Kim Ga-eun, Jeon Hye-won, Kim Eung-soo, Moon Hee-kyung, Kim Byeong-ok, Kim Sun-young, Ro Jong-hyun, Yoon Bo-mi, Hwang Suk-jung, Kim Min-gue","Comedy, Drama",1.0,16.0,60.0,"Nam Se-Hee is a single man in his early 30s. He has chosen to not marry. He owns his home, but he owes a lot on his mortgage. Yoon Ji-Ho is a single woman in her early 30s. She does not own a home and envies those that do. She has given up on dating due to her financial struggles. Yoon Ji-Ho begins to live at Nam Se-Hee’s house. They become housemates.",23.905,8.431,72.0,,,KR,tvN,"Studio Dragon, MI","leemin-ki jungso-min parkbyung-eun esom kimmin-seok kimga-eun jeonhye-won kimeung-soo moonhee-kyung kimbyeong-ok kimsun-young rojong-hyun yoonbo-mi hwangsuk-jung kimmin-gu romanc marriageofconveni housem cohabit multiplecoupl eccentricmalelead tvn comedi drama nam se-he is a singl man in hi earli 30s. he ha chosen to not marry. he own hi home, but he owe a lot on hi mortgage. yoon ji-ho is a singl woman in her earli 30s. she doe not own a home and envi those that do. she ha given up on date due to her financi struggles. yoon ji-ho begin to live at nam se-hee’ house. they becom housemates."
14097,Like Land and Sky,하늘만큼 땅만큼,,2007-01-15,https://image.tmdb.org/t/p/w500/uAqpfrNJdKISSXwN4T5dyDIVrcx.jpg,,,,Drama,1.0,165.0,60.0,"Like Land And Sky is a 2007 South Korean television series starring Park Hae-jin, Han Hyo-joo, Lee Joo-hyun, Kang Jung-hwa, and Hong Soo-ah. It aired on KBS1 from January 15 to August 31, 2007 on Mondays to Fridays at 20:25 for 165 episodes.

The daily drama was a hit, maintaining an average viewership rating of 30% throughout its nine-month run. Its peak viewership rating of 36.1% made it the third highest-rated Korean drama of 2007.",23.726,,,,,KR,KBS1,,
3729,High Kick!,거침없이 하이킥,,2006-11-06,https://image.tmdb.org/t/p/w500/2p9ZBFn6TJGN2bci4DymhngEaeS.jpg,https://image.tmdb.org/t/p/original/buLTIMHGzUOIgskUzqg7WML4vcV.jpg,,"Park Hae-mi, Jeong Jun-ha, Kim Hye-seong, Jung Il-woo, Lee Soon-jae, Choi Min Young, Park Min-young, Kim Bum, Shin Ji, Suh Min-jung, Na Moon-hee, Hwang Chan-sung","Drama, Comedy",1.0,170.0,30.0,"High Kick! was a popular South Korean situation comedy revolving around the life of the Lee family, taking place in Seoul at the same time as the broadcast. The title of the show ""High Kick!"" has several implications, one of which is the oft-depicted high kicks of Yoon-ho, one of the main characters. The show aired in South Korea from Monday to Friday in sitcom format. Due to its popularity, the show filmed more episodes than were initially planned. Many of the characters starred in commercials and advertisements in Korea. The show's popularity also led to High Kick Through the Roof, which aired in 2009-2010, and High Kick 3: The Counterattack of the Short Leg, which aired in 2011-2012.",23.574,8.7,3.0,,,KR,MBC,Chorokbaem Media,
96571,Move to Heaven,무브 투 헤븐: 나는 유품정리사입니다,"based on novel or book, autism, family, death",2021-05-14,https://image.tmdb.org/t/p/w500/n277gYwCQOBcTnACEwiyU7Xg1m2.jpg,https://image.tmdb.org/t/p/original/cGo6zneYqHppIxotsADM98bw5IZ.jpg,,"Lee Je-hoon, Tang Jun-sang, Hong Seung-hee, Ji Jin-hee, Jeong Seok-yong, Jung Young-ju, Lee Moon-sik, Im Won-hee",Drama,1.0,10.0,52.0,"Finding life in all that's left behind, a trauma cleaner with Asperger's and his ex-con uncle deliver the untold stories of the departed to loved ones.",23.511,7.9,190.0,,,KR,Netflix,"Page One Film, Number 3 Pictures","leeje-hoon tangjun-sang hongseung-he jijin-he jeongseok-yong jungyoung-ju leemoon-sik imwon-he basedonnovelorbook autism famili death netflix drama find life in all that' left behind, a trauma cleaner with asperger' and hi ex-con uncl deliv the untold stori of the depart to love ones."
85220,Romance Is a Bonus Book,로맨스는 별책부록,"soulmates, library, romance, book editor, older woman younger man relationship, friends in love, publishing house, cohabitation, slow burn romance, friends to lovers, secret crush, sismance",2019-01-26,https://image.tmdb.org/t/p/w500/3cbvygVSgmxN2r4f3nKE7uAv4Vg.jpg,https://image.tmdb.org/t/p/original/34Gl5oc5Z42DxlIomvXKHMFupYZ.jpg,,"Lee Jong-suk, Lee Na-young, Jung Eu-gene, Wi Ha-jun, Kim Tae-woo, Kim Yu-mi, Kim Sun-young, Jo Han-chul, Kang Ki-doong, Park Gyu-young, Oh Eui-sik, Choi Eun-kyeong","Comedy, Drama",1.0,16.0,65.0,A gifted writer who's the youngest editor-in-chief ever at his publishing company gets enmeshed in the life of a former copywriter desperate for a job.,23.271,7.965,43.0,,,KR,tvN,"Studio Dragon, Story & Pictures Media",leejong-suk leena-young jungeu-gen wiha-jun kimtae-woo kimyu-mi kimsun-young johan-chul kangki-doong parkgyu-young oheui-sik choieun-kyeong soulmat librari romanc bookeditor olderwomanyoungermanrelationship friendsinlov publishinghous cohabit slowburnrom friendstolov secretcrush sismanc tvn comedi drama a gift writer who' the youngest editor-in-chief ever at hi publish compani get enmesh in the life of a former copywrit desper for a job.
80741,Familiar Wife,아는 와이프,"marriage, time travel, workplace, romance, divorce, family, second chance, unhappy couple, mother daughter relationship, brother sister relationship, office worker",2018-08-01,https://image.tmdb.org/t/p/w500/CsVRNfNVmWeyHp6z4gBh3OGwFY.jpg,https://image.tmdb.org/t/p/original/aGdNgRYQF4EZ2GDSIagkvTkGSKu.jpg,Lee Sang-yeob,"Ji Sung, Han Ji-min, Kang Han-na, Son Jong-hak, Park Won-sang, Jang Seung-jo, Cha Hak-yeon, Park Jae Young, Lee You-jin, Oh Eui-sik, Lee Jung-eun, Kim Soo-jin, Gong Min-jeung, Kim So-ra","Drama, Sci-Fi & Fantasy",1.0,16.0,,"After receiving a bizarre chance to go back in time, a man wakes up to find that his whole life — including the person he married — is different.",23.258,8.171,73.0,,,KR,tvN,"Chorokbaem Media, Studio Dragon","jisung hanji-min kanghan-na sonjong-hak parkwon-sang jangseung-jo chahak-yeon parkjaeyoung leeyou-jin oheui-sik leejung-eun kimsoo-jin gongmin-jeung kimso-ra marriag timetravel workplac romanc divorc famili secondch unhappycoupl motherdaughterrelationship brothersisterrelationship officework tvn drama sci-fi&fantasi after receiv a bizarr chanc to go back in time, a man wake up to find that hi whole life — includ the person he marri — is different."
209275,May I Help You,일당백집사,,2022-10-19,https://image.tmdb.org/t/p/w500/4WRmW8ATNfKbacwh9eeL8i4SpSl.jpg,https://image.tmdb.org/t/p/original/gxrxipSZFWvTi2EwJ3ykeJ0iLJz.jpg,,"Lee Hye-ri, Lee Jun-young, Song Duk-ho, Han Dong-hee, Tae In-ho, Lee Kyu-han, Oh Dae-hwan, Seo Hye-won",Drama,1.0,16.0,70.0,"Butler Kim (Lee Jun-young), a man who replaces errands that start at 100 won per day, and Baek Dong-ju (Lee Hye-ri), a funeral director who grants the wishes of the dead, running an errand company.",23.157,9.667,3.0,5.0,2022-11-09,KR,MBC,iWill Media,
96160,My Holo Love,나 홀로 그대,"artificial intelligence, hologram, romance, love, information technology, social",2020-02-07,https://image.tmdb.org/t/p/w500/nLbKNyUKq6WMMoPuL712m43MVhc.jpg,https://image.tmdb.org/t/p/original/u9BncsRESGAHicN67G7z6FlAQ3K.jpg,Lee Sang-yeop,"Yoon Hyun-min, Ko Sung-hee, Choi Yeo-jin, Hwang Chan-sung, Kim Soo-jin, Lee Jung-eun, Kang Seung-hyun, Son Jong-hak, Jung Young-ki, Jeong Yeon-joo, Nam Myung-ryeol, Jeong Do-won, Lee You-mi, Yang Dae-hyeok, Gong Min-jeung, Park Geon-gyu","Drama, Drama, Sci-Fi & Fantasy",1.0,12.0,57.0,Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.,23.135,8.569,746.0,,,KR,Netflix,Studio Dragon,yoonhyun-min kosung-he choiyeo-jin hwangchan-sung kimsoo-jin leejung-eun kangseung-hyun sonjong-hak jungyoung-ki jeongyeon-joo nammyung-ryeol jeongdo-won leeyou-mi yangdae-hyeok gongmin-jeung parkgeon-gyu artificialintellig hologram romanc love informationtechnolog social netflix drama drama sci-fi&fantasi unexpect love find a lone woman when she form a connect with a humanlik hologram who look exactli like hi prickli creator.
99047,Record of Youth,청춘기록,"fashion, makeup artist, modeling, actors",2020-09-07,https://image.tmdb.org/t/p/w500/54yTLS5d4OPOuunzOvHlmP82eIT.jpg,https://image.tmdb.org/t/p/original/18ypvPahjmmue1iR4N4YgTBrO8N.jpg,Ahn Gil-ho,"Park Bo-gum, Park So-dam, Byeon Woo-seok, Lee Chang-hoon, Kwon Soo-hyun, Ha Hee-ra, Shin Ae-ra, Han Jin-hee, Park Su-young, Seo Sang-won, Lee Jae-won, Shin Dong-mi, Park Se-hyun, Im Gi-hong, Park Kang-sup",Drama,1.0,16.0,70.0,"In a cutthroat world where the life you’re born into decides your success, three aspiring youths are determined to change that perception as they fight for their dreams.",23.061,8.386,166.0,,,KR,tvN,"Pan Entertainment, Studio Dragon","parkbo-gum parkso-dam byeonwoo-seok leechang-hoon kwonsoo-hyun hahee-ra shinae-ra hanjin-he parksu-young seosang-won leejae-won shindong-mi parkse-hyun imgi-hong parkkang-sup fashion makeupartist model actor tvn drama in a cutthroat world where the life you’r born into decid your success, three aspir youth are determin to chang that percept as they fight for their dreams."
5381,My Lovely Sam-Soon,내 이름은 김삼순,"baking, baker, pastry",2005-06-01,https://image.tmdb.org/t/p/w500/hqam3HaYUdZH1uXB9BqwJ7UBeij.jpg,https://image.tmdb.org/t/p/original/2XeJ6RClo1jeisGqZkWtVVKTXYJ.jpg,,"Kim Sun-a, Hyun Bin, Daniel Henney, Kim Ja-ok, Lee Ah-hyeon, Na Moon-hee, Lee Kyu-han, Lee Yoon-mi, Yeo Un-gye, Kwon Hae-hyo, Ahn Mi-na, Seo Ji-Hee, Yoon Ye-hee, Maeng Bong-Hak, Kim Nam-gil, Kim Gi-bang, Jeon Il-beom","Comedy, Drama",1.0,16.0,60.0,"Kim Sam Soon is a baker who has a talent in making pastries and cakes. On Christmas Eve, she caught her boyfriend, Min Hyun Woo, cheating on her and breaks up. On that same night, she accidentally went into the men's restroom and met Hyun Jin Hun. By sheer coincidence, Jin Hun needs a baker for his restaurant Bon Appetit and Sam Soon is unemployed. Sam Soon is hired as the restaurant's chief baker and the two fight like cat and dog.",23.028,8.588,165.0,,,KR,MBC,,"kimsun-a hyunbin danielhenney kimja-ok leeah-hyeon namoon-he leekyu-han leeyoon-mi yeoun-gy kwonhae-hyo ahnmi-na seoji-he yoonye-he maengbong-hak kimnam-gil kimgi-bang jeonil-beom bake baker pastri mbc comedi drama kim sam soon is a baker who ha a talent in make pastri and cakes. on christma eve, she caught her boyfriend, min hyun woo, cheat on her and break up. on that same night, she accident went into the men' restroom and met hyun jin hun. by sheer coincidence, jin hun need a baker for hi restaur bon appetit and sam soon is unemployed. sam soon is hire as the restaurant' chief baker and the two fight like cat and dog."
39346,City Hunter,시티헌터,"corruption, politics, secret identity, crime fighter, revenge, thriller, vigilante, car accident, based on manga, hidden identity",2011-05-25,https://image.tmdb.org/t/p/w500/dbvXhmKr18oHdY7kwkeRXAbfDvD.jpg,https://image.tmdb.org/t/p/original/925nWZr9rSdBZbhbhxb1dSoF3Vi.jpg,,"Lee Min-ho , Park Min-young, Lee Jun-hyuk, Kim Sang-joong, Cheon Ho-jin, Yang Jin-sung, Shin Young-jin, Kim Sang-ho, Choi Sung-ho, Goo Ha-ra, Lee Kwang-soo, Hwang Sun-hee, Choi Il-hwa, Choi Jung-woo, Kim Mi-sook","Action & Adventure, Drama, Crime",1.0,20.0,65.0,"The story takes place in Seoul, 2011. Lee Yoon-sung is a talented MIT-graduate who's working on the international communications team at the Blue House. He encounters dangerous situations while solving a variety of cases, both big and small, for people who need his help, and eventually becomes a ""city hunter.""",22.827,7.792,61.0,,,KR,SBS,SSD,"leemin-ho parkmin-young leejun-hyuk kimsang-joong cheonho-jin yangjin-sung shinyoung-jin kimsang-ho choisung-ho gooha-ra leekwang-soo hwangsun-he choiil-hwa choijung-woo kimmi-sook corrupt polit secretident crimefight reveng thriller vigilant caraccid basedonmanga hiddenident sb action&adventur drama crime the stori take place in seoul, 2011. lee yoon-sung is a talent mit-gradu who' work on the intern commun team at the blue house. he encount danger situat while solv a varieti of cases, both big and small, for peopl who need hi help, and eventu becom a ""citi hunter."""
64320,Oh My Venus,오 마이 비너스,"romance, lawyer, weight loss, personal trainer",2015-11-16,https://image.tmdb.org/t/p/w500/b5OmYuMV2np2Zh0Z5sYiCiymVGX.jpg,https://image.tmdb.org/t/p/original/sk0bNoOOS1mR2qEalDpb8qmpVLt.jpg,,"So Ji-sub, Shin Min-a, Jung Gyu-woon, Yoo In-young, Cho Eun-ji, Sung Hoon, Henry Lau, Jin Kyung, Ban Hyo-jung, Choi Il-hwa, Kwon Ki-sun, Jung Hye-sung, Kim Jung-tae","Comedy, Drama",1.0,16.0,60.0,"Kim Young Ho is a personal trainer for Hollywood stars. Even though he comes from a wealthy family background, he suffered a devastating injury during his childhood days. Now, he overcomes his problems with patience and stubbornness. Meanwhile, Kang Joo Eun is 33-years-old lawyer. She has struggled to support her family. Now, she is overweight and challenge her-selves for a diet.",22.665,8.282,238.0,,,KR,KBS2,,"soji-sub shinmin-a junggyu-woon yooin-young choeun-ji sunghoon henrylau jinkyung banhyo-jung choiil-hwa kwonki-sun junghye-sung kimjung-ta romanc lawyer weightloss personaltrain kbs2 comedi drama kim young ho is a person trainer for hollywood stars. even though he come from a wealthi famili background, he suffer a devast injuri dure hi childhood days. now, he overcom hi problem with patienc and stubbornness. meanwhile, kang joo eun is 33-years-old lawyer. she ha struggl to support her family. now, she is overweight and challeng her-selv for a diet."
67084,Cinderella and Four Knights,신데렐라와 네명의 기사,"love triangle, romance",2016-08-12,https://image.tmdb.org/t/p/w500/jgE63Z609gr10IoFu4pe4OdliBr.jpg,https://image.tmdb.org/t/p/original/HZLzCeiyos5erasKMZNspEfrY4.jpg,,"Jung Il-woo, Park So-dam, Ahn Jae-hyun, Lee Jung-shin, Kim Hye-ri, Choi Eun-kyeong, Son Na-eun, Choi Min-I, Kim Yong-geon, Go Bo-gyeol","Comedy, Drama, Family",1.0,16.0,60.0,"Eun Ha-Won is a college student. She is a bright girl who wants to be a veterinarian, but at home she is lonely. She is isolated from her family members. Eun Ha-Won lives with father, step-mother and step-sister after her mother died in a car accident. One day, she helps a mysterious old man. The old man suggests to her to live in a mansion and pursue her dream of becoming a veterinarian. Since than, she moves into the mansion and lives with three cousins Kang Ji-Woon, Kang Hyun-Min, Kang Seo-Woo and their bodyguard Lee Yoon-Sung.",22.569,7.26,50.0,,,KR,tvN,HB Entertainment,"jungil-woo parkso-dam ahnjae-hyun leejung-shin kimhye-ri choieun-kyeong sonna-eun choimin-i kimyong-geon gobo-gyeol lovetriangl romanc tvn comedi drama famili eun ha-won is a colleg student. she is a bright girl who want to be a veterinarian, but at home she is lonely. she is isol from her famili members. eun ha-won live with father, step-moth and step-sist after her mother die in a car accident. one day, she help a mysteri old man. the old man suggest to her to live in a mansion and pursu her dream of becom a veterinarian. sinc than, she move into the mansion and live with three cousin kang ji-woon, kang hyun-min, kang seo-woo and their bodyguard lee yoon-sung."
62411,Let's Eat,식샤를 합시다,"insurance salesman, food, divorced woman, blogger, freelance writer, public works, single man",2013-11-28,https://image.tmdb.org/t/p/w500/9gPf7cNi3Iwg08JKSXoV6Y2liOW.jpg,https://image.tmdb.org/t/p/original/syoPZLPj42pjmg3Wz2pq7pU7PlE.jpg,,"Yoon Doo-joon, Baek Jin-hee, An Woo-yeon, Lee Joo-woo, Kim Dong-young, Lee Ji-hyeon, Park Han-sol","Comedy, Crime, Drama",3.0,57.0,60.0,"What do a group of foodies and a murder have in common? Lee Soo Kyung is a 33-year-old divorcee who is a composed, confident woman who is happy to be living alone after marrying way too early in life. But the only thing that can make her lose her cool composure is great food. Living next door is another foodie, Goo Dae Young, a single man who loves surrounding himself with gourmet food but hates being asked if he is dining alone at great restaurants. When a strange murder occurs in their neighborhood, how will their lives be intertwined?",22.408,8.4,13.0,,,KR,tvN,Celltrion Entertainment,"yoondoo-joon baekjin-he anwoo-yeon leejoo-woo kimdong-young leeji-hyeon parkhan-sol insurancesalesman food divorcedwoman blogger freelancewrit publicwork singleman tvn comedi crime drama what do a group of foodi and a murder have in common? lee soo kyung is a 33-year-old divorce who is a composed, confid woman who is happi to be live alon after marri way too earli in life. but the onli thing that can make her lose her cool composur is great food. live next door is anoth foodie, goo dae young, a singl man who love surround himself with gourmet food but hate be ask if he is dine alon at great restaurants. when a strang murder occur in their neighborhood, how will their live be intertwined?"
70813,Fight For My Way,쌈 마이웨이,"workplace, romance, mixed martial arts, busan, south korea",2017-05-22,https://image.tmdb.org/t/p/w500/55w33JzFKBkz1evjBjqeF0enDd1.jpg,https://image.tmdb.org/t/p/original/nJP1eiOjjeDdjpRReZVCsCois59.jpg,,"Park Seo-jun, Kim Ji-won, Ahn Jae-hong, Song Ha-yoon, Kim Sung-oh, Pyo Ye-jin, Lee Elijah, Chae Dong-hyun, Kim Gun-woo, Jin Hee-kyung, Kim Ye-ryeong, Kim Hee-chang, Kang Ki-doong, Lee Han-seo","Comedy, Drama",1.0,16.0,65.0,"“Fight For My Way” is about the youth who is not qualified for what the heartless society demands. Without backgrounds such as high education and certificates, the world tells them to focus on playing supporting roles in life. However, they all have their advantages and deserve to be the main character in their own lives.",22.351,7.836,67.0,,,KR,KBS2,Pan Entertainment,"parkseo-jun kimji-won ahnjae-hong songha-yoon kimsung-oh pyoye-jin leeelijah chaedong-hyun kimgun-woo jinhee-kyung kimye-ryeong kimhee-chang kangki-doong leehan-seo workplac romanc mixedmartialart busan southkorea kbs2 comedi drama “fight for my way” is about the youth who is not qualifi for what the heartless societi demands. without background such as high educ and certificates, the world tell them to focu on play support role in life. however, they all have their advantag and deserv to be the main charact in their own lives."
99490,Once Again,한번 다녀왔습니다,"romance, divorce, family, family problems",2020-03-28,https://image.tmdb.org/t/p/w500/oV3yxKG56IMQvdXzYn2GodT79rb.jpg,https://image.tmdb.org/t/p/original/trOVoa8uRgD3HkZFtbldFQ0B6Xk.jpg,,"Lee Min-jung, Lee Sang-yeob, Cheon Ho-jin, Cha Hwa-yeon, Lee Cho-hee, Oh Yoon-ah, Oh Dae-hwan, Lee Jung-eun, Baek Ji-won, Ahn Kil-kang, Lee Sang Yi, Kim Bo-yeon, Im Jung-eun, Moon Woo-jin, Oh Eui-sik, Kim Ga-young, Shin Mi-young, Ki Do-hun, Kim So-ra, Kang Chan-hee, Ji Il-joo, Lee Sung-kyung, Lee Pil-mo, Kim Ju-Young",Drama,1.0,100.0,35.0,"A turbulent divorce story of the Song family that ends in the discovery of romance and familial love. The Song family includes a frugal father, a cute but materialistic mother, and four adult children with their own quirks and family troubles.",22.473,8.167,9.0,,,KR,KBS2,"Bon Factory, Studio Dragon","leemin-jung leesang-yeob cheonho-jin chahwa-yeon leecho-he ohyoon-ah ohdae-hwan leejung-eun baekji-won ahnkil-kang leesangyi kimbo-yeon imjung-eun moonwoo-jin oheui-sik kimga-young shinmi-young kido-hun kimso-ra kangchan-he jiil-joo leesung-kyung leepil-mo kimju-young romanc divorc famili familyproblem kbs2 drama a turbul divorc stori of the song famili that end in the discoveri of romanc and famili love. the song famili includ a frugal father, a cute but materialist mother, and four adult children with their own quirk and famili troubles."
97219,"Hi Bye, Mama!","하이바이, 마마!","afterlife, surgeon, reincarnation, second life, shaman, car accident, family, second chance, exorcist, ghost, mother daughter reunion, mother daughter relationship",2020-02-22,https://image.tmdb.org/t/p/w500/mc5nLj2EM480d6tlxKsj2GRfsDC.jpg,https://image.tmdb.org/t/p/original/oNn65nwVPP8bkRYVv9TmaxdmWgY.jpg,,"Kim Tae-hee, Lee Kyoo-hyung, Shin Dong-mi, Lee Si-woo, Kim Mi-kyeong, Ahn Nae-sang, Ban Hyo-jung, Bae Hae-sun, Kim Dae-gon, Park Su-young, Han In-soo, Kim Mi-su, Kang Yeon-jung, Go Bo-gyeol, Yoon Sa-Bong","Sci-Fi & Fantasy, Comedy, Drama",1.0,16.0,70.0,"When the ghost of a woman gains a second chance at life for 49 days, she reappears in front of her remarried husband and young daughter.",22.015,8.2,386.0,,,KR,"Netflix, tvN","Studio Dragon, MI","kimtae-he leekyoo-hyung shindong-mi leesi-woo kimmi-kyeong ahnnae-sang banhyo-jung baehae-sun kimdae-gon parksu-young hanin-soo kimmi-su kangyeon-jung gobo-gyeol yoonsa-bong afterlif surgeon reincarn secondlif shaman caraccid famili secondch exorcist ghost motherdaughterreunion motherdaughterrelationship netflix tvn sci-fi&fantasi comedi drama when the ghost of a woman gain a second chanc at life for 49 days, she reappear in front of her remarri husband and young daughter."
200945,May It Please the Court,변론을 시작하겠습니다,"court, judge, prosecutor, law firm, public defender, attorney",2022-09-21,https://image.tmdb.org/t/p/w500/BMYwBM6beMCoqbh8w9TsN6jlAb.jpg,https://image.tmdb.org/t/p/original/2EpRcIUjfzwOxcQJH5kIPhKFL85.jpg,,"Lee Kyoo-hyung, Jung Jin-young, Kim Hye-eun, Kim Sang-ho, Park So-jin, Go Gyu-pil, Hong Seo-joon, Lee Sang-hee",Drama,1.0,12.0,64.0,"Noh Chak-hee, the ace lawyer of the big law firm, Jangsan, becomes a public defender overnight and must defend the criminal who killed her loved one.",21.858,7.5,6.0,,,KR,Disney+,"Arc Media, Slingshot Studios","leekyoo-hyung jungjin-young kimhye-eun kimsang-ho parkso-jin gogyu-pil hongseo-joon leesang-he court judg prosecutor lawfirm publicdefend attorney disney+ drama noh chak-hee, the ace lawyer of the big law firm, jangsan, becom a public defend overnight and must defend the crimin who kill her love one."
21771,The Great Queen Seondeok,선덕여왕,"empire, kingdom, queen, silla",2009-05-25,https://image.tmdb.org/t/p/w500/ej1R5bxJ59kzzf7gYlqlEmclrUi.jpg,https://image.tmdb.org/t/p/original/nGk7HMAU6rMZ6pe6g1NFxElWuuL.jpg,,"Lee Yo-won, Nam Ji-hyun, Kim Nam-gil, Ko Hyun-jung, Uhm Tae-woong, Lee Hyun-woo, Park Ye-jin, Shin Se-kyung, Yoo Seung-ho, Qri, Park Eun-bin, Jeon No-min, Kwak Jung-wook, Choi Won-young, Kim Jeong-hyeon, Park Jung-chul, Uhm Hyo-seop, Noh Young-hak, Park Soo-jin, Park Jae-jung, Lee Seung-hyo, Seo Beom-Sik, Song Ok-suk, In Gyo-jin, Kim Dong-hee, Ryu Dam, Jung Ho-bin, Oh Si-eun, Oh Young-soo","Drama, History",1.0,62.0,64.0,"The life story of Queen Seondeok, the first queen of the Korean people during the Silla Dynasty.",21.833,8.239,23.0,,,KR,MBC,,"leeyo-won namji-hyun kimnam-gil kohyun-jung uhmtae-woong leehyun-woo parkye-jin shinse-kyung yooseung-ho qri parkeun-bin jeonno-min kwakjung-wook choiwon-young kimjeong-hyeon parkjung-chul uhmhyo-seop nohyoung-hak parksoo-jin parkjae-jung leeseung-hyo seobeom-sik songok-suk ingyo-jin kimdong-he ryudam jungho-bin ohsi-eun ohyoung-soo empir kingdom queen silla mbc drama histori the life stori of queen seondeok, the first queen of the korean peopl dure the silla dynasty."
