tmdb_id,name,original_name,keywords,airing_date,poster_img_url,background_img_url,directors,cast,genres,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,next_episode_to_air,next_episode_air_date,origin_country,networks,production_companies,tags
99966,All of Us Are Dead,지금 우리 학교는,"high school, bullying, based on comic, horror, coming of age, survival, apocalypse, zombie, virus, based on webcomic or webtoon",2022-01-28,https://image.tmdb.org/t/p/w500/pTEFqAjLd5YTsMD6NSUxV6Dq7A6.jpg,https://image.tmdb.org/t/p/original/8Xs20y8gFR0W9u8Yy9NKdpZtSu7.jpg,JQ Lee,"Park Ji-hu, Yoon Chan-young, Cho Yi-hyun, Lomon, Yoo In-soo, Lee You-mi, Kim Byung-chul, Lee Kyoo-hyung, Jeon Bae-soo","Action & Adventure, Drama, Sci-Fi & Fantasy",2.0,12.0,65.0,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,356.852,8.423,2717.0,,,KR,Netflix,"Kim Jong-hak Production, SLL, Film Monster",parkji-hu yoonchan-young choyi-hyun lomon yooin-soo leeyou-mi kimbyung-chul leekyoo-hyung jeonbae-soo highschool bulli basedoncom horror comingofag surviv apocalyps zombi viru basedonwebcomicorwebtoon netflix action&adventur drama sci-fi&fantasi a high school becom ground zero for a zombi viru outbreak. trap student must fight their way out — or turn into one of the rabid infected.
112888,True Beauty,여신강림,"high school, beauty, makeover, hidden identity, beauty standards, webtoon, based on webcomic or webtoon, secret",2020-12-09,https://image.tmdb.org/t/p/w500/sld43SJArZqlnANJabq8R5wdOZk.jpg,https://image.tmdb.org/t/p/original/31N42LhrxltHtS1bHYfZghjPDNB.jpg,,"Moon Ga-young, Cha Eun-woo, Hwang In-yeop, Park You-na, Im Se-mi, Park Ho-san, Jang Hye-jin, Oh Eui-sik, Kim Min-ki, Kang Min-ah, Lee Woo-je, Yoon Seo-ah, Kang Chan-hee, Jeon Hye-won","Comedy, Drama",1.0,16.0,75.0,"Lim Ju-kyung is a high school student. Since she was little, she has had a complex about her appearance. To hide her bare face, Ju-kyung always wears make-up. Her excellent make-up skills make her pretty and she hides her bare face in front of others. She gets involved with 2 men; Lee Su-ho and Han Seo-jun.",344.001,8.545,1139.0,,,KR,tvN,"Bon Factory, Studio Dragon, Studio N","moonga-young chaeun-woo hwangin-yeop parkyou-na imse-mi parkho-san janghye-jin oheui-sik kimmin-ki kangmin-ah leewoo-j yoonseo-ah kangchan-he jeonhye-won highschool beauti makeov hiddenident beautystandard webtoon basedonwebcomicorwebtoon secret tvn comedi drama lim ju-kyung is a high school student. sinc she wa little, she ha had a complex about her appearance. to hide her bare face, ju-kyung alway wear make-up. her excel make-up skill make her pretti and she hide her bare face in front of others. she get involv with 2 men; lee su-ho and han seo-jun."
208249,Game of Witches,마녀의 게임,,2022-10-11,https://image.tmdb.org/t/p/w500/9bTjPzX48VZGalKEBI6tiknUyLI.jpg,https://image.tmdb.org/t/p/original/akjmJsCDpvDP5tLoAQCF9AiWqJb.jpg,,"Jang Seo-hee, Kim Gyu-sun, Oh Chang-seok","Drama, Crime, Mystery",1.0,29.0,30.0,"Yu Kyung is a successful woman who is proficient enough to become an executive director of Chunha Group when she started as a secretary. She recently found out her daughter is alive, so she plans to get her back and take her revenge. Meanwhile, Hye Soo is a strong girl who faces challenges head-on. She has a daughter with Ji Ho, and she would do anything for her. However, she gets tragically betrayed by Ji Ho, the love of her life, over power and money. How will those two mothers end their fierce revenge?",216.535,,,17.0,2022-11-02,KR,MBC,MBC,
93405,Squid Game,오징어 게임,"secret organization, challenge, survival, fictional game show, cruelty, game, death match, prize",2021-09-17,https://image.tmdb.org/t/p/w500/dDlEmu3EZ0Pgg93K2SVNLCjCSvE.jpg,https://image.tmdb.org/t/p/original/4y6kEEfdrNIUnWnmELkoc3EmgG7.jpg,Hwang Dong-hyuk,"Lee Jung-jae, Park Hae-soo, Jung Ho-yeon, Wi Ha-jun, Oh Young-soo, Heo Sung-tae, Kim Joo-ryoung, Anupam Tripathi, Lee You-mi","Action & Adventure, Mystery, Drama",2.0,9.0,54.0,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",294.357,7.833,11791.0,,,KR,Netflix,Siren Pictures,"leejung-ja parkhae-soo jungho-yeon wiha-jun ohyoung-soo heosung-ta kimjoo-ryoung anupamtripathi leeyou-mi secretorgan challeng surviv fictionalgameshow cruelti game deathmatch prize netflix action&adventur mysteri drama hundr of cash-strap player accept a strang invit to compet in children' games—with high stakes. but, a tempt prize await the victor."
136699,Glitch,글리치,"friendship, investigation, ufo, miniseries, suspense",2022-10-07,https://image.tmdb.org/t/p/w500/dspwDOosidQT85oPDDHMM9zmaLw.jpg,https://image.tmdb.org/t/p/original/hGm3m4TzEsmBb9SF2mz8Uizx9uH.jpg,Roh Deok,"Jeon Yeo-been, Nana, Lee Dong-hwi, Ryu Kyung-soo, Ko Chang-seok, Kim Nam-hee, Kim Myung-gon, Son Sook, Back Joo-hee, Jung Da-bin, Tae Won-seok, Lee Min-goo, Park Won-suk, Jeon Bae-soo, Kim Kuk-hee, Park Su-young, Ahn Se-ho, Choi Su-im, Kim Han-na","Drama, Comedy, Mystery, Sci-Fi & Fantasy",1.0,10.0,54.0,A young woman joins forces with a UFO enthusiast to investigate her boyfriend’s sudden disappearance and stumbles into a wild conspiracy.,279.935,7.514,37.0,,,KR,Netflix,Studio 329,jeonyeo-been nana leedong-hwi ryukyung-soo kochang-seok kimnam-he kimmyung-gon sonsook backjoo-he jungda-bin taewon-seok leemin-goo parkwon-suk jeonbae-soo kimkuk-he parksu-young ahnse-ho choisu-im kimhan-na friendship investig ufo miniseri suspens netflix drama comedi mysteri sci-fi&fantasi a young woman join forc with a ufo enthusiast to investig her boyfriend’ sudden disappear and stumbl into a wild conspiracy.
211174,Vengeance of the Bride,태풍의 신부,"revenge, daughter–in–law, enemy, woman",2022-10-10,https://image.tmdb.org/t/p/w500/aHUyK2XA76mn9GM36wu2rRKvwB5.jpg,https://image.tmdb.org/t/p/original/5gGfJIMB2ynRzERryQo8hTcdQXi.jpg,,"Park Ha-na, Kang Ji-sub, Park Yoon-jae, Son Chang-min, Ji Soo-won, Oh Seung Ah, lee a ra, Kim Tae Yeon, Kim Young-ok, Choi Soo Rin, Kim Kwang Young, Choi Yeong-Wan, Kim Hye-sun","Drama, Mystery, Family",1.0,100.0,40.0,The story of a woman who becomes the daughter-in-law of an enemy for desperate revenge.,221.488,,,19.0,2022-11-03,KR,KBS2,KBS Media,parkha-na kangji-sub parkyoon-ja sonchang-min jisoo-won ohseungah leeara kimtaeyeon kimyoung-ok choisoorin kimkwangyoung choiyeong-wan kimhye-sun reveng daughter–in–law enemi woman kbs2 drama mysteri famili the stori of a woman who becom the daughter-in-law of an enemi for desper revenge.
112836,Money Heist: Korea - Joint Economic Area,종이의 집: 공동경제구역,"robbery, bank, remake, money, bank robbery, hostage situation, hostage negotiator, inter-korean relations, korean reunification, hahoe",2022-06-24,https://image.tmdb.org/t/p/w500/fjAAxDPzllwnCMqHDXYlw4IlkaL.jpg,https://image.tmdb.org/t/p/original/lcTuggU70y6pt6x13Rv1Ffjs93K.jpg,,"Yoo Ji-tae, Yunjin Kim, Park Hae-soo, Jeon Jong-seo, Lee Won-jong, Kim Ji-hun, Jang Yoon-ju, Lee Hyun-woo, Kim Ji-hoon, Lee Kyu-ho, Park Myung-hoon, Kim Sung-oh, Lee Joo-been, Lee Si-woo, Kil Eun-sung, Lee Yong-nyeo, Park Su-young, Jang Hyun-sung, Lim Ji-yeon, Lim Hyung-kook","Action & Adventure, Crime, Drama, Mystery",1.0,6.0,,"Disguised under the shadows of a mask, a crew of desperados band together under the leadership of a criminal mastermind known only as “The Professor” to pull off the biggest heist Korea has ever seen.",198.96,7.905,384.0,,,KR,Netflix,"Content Zium, BH Entertainment","yooji-ta yunjinkim parkhae-soo jeonjong-seo leewon-jong kimji-hun jangyoon-ju leehyun-woo kimji-hoon leekyu-ho parkmyung-hoon kimsung-oh leejoo-been leesi-woo kileun-sung leeyong-nyeo parksu-young janghyun-sung limji-yeon limhyung-kook robberi bank remak money bankrobberi hostagesitu hostagenegoti inter-koreanrel koreanreunif haho netflix action&adventur crime drama mysteri disguis under the shadow of a mask, a crew of desperado band togeth under the leadership of a crimin mastermind known onli as “the professor” to pull off the biggest heist korea ha ever seen."
201146,Love in Contract,월수금화목토,,2022-09-21,https://image.tmdb.org/t/p/w500/91diI2TKjaWMqKmjlcQeSnImg5n.jpg,https://image.tmdb.org/t/p/original/eoX8GS1j5F1mQaFHJigoPJDfklq.jpg,,"Park Min-young, Kim Jae-young, Jin Kyung, Kang Hyung-suk, Lee Joo-been, Park Chul-min, Park Kyung-hye, Oh Ryoong, Ahn Suk-hwan, Kim Dong-hyun, Bae Hae-sun, Yang Jung-ah, Kim Hyun-mok, Yeom Ji Young, Go Eun-yi","Drama, Comedy",1.0,16.0,70.0,"Can marriage be a business? Sang-eun is a single-life helper with 13 years of career. Her customers are those who need a wife for their public life under social pressure. Ji-ho is Sang-eun's MWF husband client who has been with her for 5 years. While short-term, abusing clients on TTS are driving Sang-eun mad, new long-term contractor Hye-jin appears and takes up the TTS husband schedule. With two different men, MWF husband and TTS husband, Sang-eun's week flows romantically crossing the borderline between public affairs and private emotions.",182.651,9.2,5.0,14.0,2022-11-03,KR,tvN,"Studio 605, CJ ENM",
67915,Goblin,쓸쓸하고 찬란하神-도깨비,"romance, super power, past life, immortal",2016-12-02,https://image.tmdb.org/t/p/w500/c2gon6zbqzL73DOl8mPQMMUJXvE.jpg,https://image.tmdb.org/t/p/original/smSbK5cd8T9XHcxEUcems23BDEF.jpg,Lee Eung-bok,"Gong Yoo, Kim Go-eun, Lee Dong-wook, Yoo In-na, Yook Sung-jae, Lee El, Kim Seong-gyeom, Jo Woo-jin, Yoon Kyung-ho","Drama, Sci-Fi & Fantasy",1.0,16.0,77.0,"In his quest for a bride to break his immortal curse, a 939-year-old guardian of souls meets a grim reaper and a sprightly student with a tragic past.",158.861,8.713,2351.0,,,KR,tvN,"Hwa and Dam Pictures, Studio Dragon","gongyoo kimgo-eun leedong-wook yooin-na yooksung-ja leeel kimseong-gyeom jowoo-jin yoonkyung-ho romanc superpow pastlif immort tvn drama sci-fi&fantasi in hi quest for a bride to break hi immort curse, a 939-year-old guardian of soul meet a grim reaper and a sprightli student with a tragic past."
154825,Business Proposal,사내맞선,"based on novel or book, businessman, fake identity, blind date, romance, heir, office romance, rich man poor woman, secondary couple, boss/employee relationship",2022-02-28,https://image.tmdb.org/t/p/w500/iLh7L8ZuvgdxFaM9sImyv2iKYLe.jpg,https://image.tmdb.org/t/p/original/9XvDKzoFqDLepuC3K3FFXCuD8jc.jpg,Park Seon-ho,"Ahn Hyo-Seop, Kim Se-jeong, Kim Min-gue, Seol In-a, Lee Duck-hwa, Kim Kwang-kyu, Jung Young-ju, Kim Hyun-sook, Song Won-seok, Choi Byung-chan, Im Gi-hong, Yun Sang-jeong, Bae Woo-hee, Seo Hye-won, Lee Soo-jung, Choi Kyung-min, Ahn Hyo-Seop, Kim Min-sik, Oh Jin-ha, Kim Jung-soo, Kim Young-ah, Hwang Bo-ra, Kim Jung-young, Choi Nam-Wook, Ok Joo-ri, Park Jae-jun, Kim Kyu Jong, Na Eun Saem, Kim Sung-Yong, Jang Soon-mi, Im Yu-Ran, Ariane Desgagnés-Leclerc","Comedy, Drama",1.0,12.0,60.0,An ordinary office worker disguises herself and goes on a blind date with her attractive boss in the place of her friend to end this unwanted marriage blind date after her request.,137.818,8.38,100.0,,,KR,"SBS, Netflix","Kross Pictures, Studio S, Kakao Entertainment",ahnhyo-seop kimse-jeong kimmin-gu seolin-a leeduck-hwa kimkwang-kyu jungyoung-ju kimhyun-sook songwon-seok choibyung-chan imgi-hong yunsang-jeong baewoo-he seohye-won leesoo-jung choikyung-min ahnhyo-seop kimmin-sik ohjin-ha kimjung-soo kimyoung-ah hwangbo-ra kimjung-young choinam-wook okjoo-ri parkjae-jun kimkyujong naeunsaem kimsung-yong jangsoon-mi imyu-ran arianedesgagnés-leclerc basedonnovelorbook businessman fakeident blinddat romanc heir officerom richmanpoorwoman secondarycoupl boss/employeerelationship sb netflix comedi drama an ordinari offic worker disguis herself and goe on a blind date with her attract boss in the place of her friend to end thi unwant marriag blind date after her request.
154891,Woori The Virgin,우리는 오늘부터,"virgin, detective, pregnancy, romance, remake, heir, mother daughter relationship, unexpected pregnancy",2022-05-09,https://image.tmdb.org/t/p/w500/vYbah2lzD3kVqk9dTLPOF2GlZXa.jpg,https://image.tmdb.org/t/p/original/ewRZUs1o29bf49Y3A9gFqY4lYUS.jpg,Jeong Jeong-hwa,"Im Soo-hyang, Sung Hoon, Hong Ji-yoon, Shin Dong-Wook, Hong Eun-hee, Kim Sa-Kwon, Ahn Shin-woo","Comedy, Drama",1.0,14.0,63.0,"A romantic comedy about a woman  Oh Woo Ri, who intended to remain chaste until marriage, accidentally winds up pregnant while undergoing a medical examination.",119.471,7.4,15.0,,,KR,SBS,"Group Eight, Studio S","imsoo-hyang sunghoon hongji-yoon shindong-wook hongeun-he kimsa-kwon ahnshin-woo virgin detect pregnanc romanc remak heir motherdaughterrelationship unexpectedpregn sb comedi drama a romant comedi about a woman oh woo ri, who intend to remain chast until marriage, accident wind up pregnant while undergo a medic examination."
133091,My Sweet Dear,마이스윗디어,"restaurant, rivalry, co-workers relationship, chef, lgbt",2021-10-21,https://image.tmdb.org/t/p/w500/bi5xTUjzpe03ABXTZAq6oiPBwPQ.jpg,https://image.tmdb.org/t/p/original/pxz8dckoeMxEhzCMoTBpiFjRVlg.jpg,,"Jang Eui-soo, Lee Chan-hyung, Jang Do-yoon, Jo Seo-hoo, Oh Seung-jun",Drama,1.0,8.0,15.0,"A youthful romance set in a restaurant between an extraordinary genius chef, Choi Jung Woo and Laura Dining's head chef, Yoon Do Geon.",99.296,4.8,5.0,,,KR,"Viki, LINE TV, WeTV",Rakuten Viki,"jangeui-soo leechan-hyung jangdo-yoon joseo-hoo ohseung-jun restaur rivalri co-workersrelationship chef lgbt viki linetv wetv drama a youth romanc set in a restaur between an extraordinari geniu chef, choi jung woo and laura dining' head chef, yoon do geon."
106651,Hellbound,지옥,"hell, cult, based on cartoon, supernatural creature, based on webcomic or webtoon, seoul, south korea",2021-11-19,https://image.tmdb.org/t/p/w500/5NYdSAnDVIXePrSG2dznHdiibMk.jpg,https://image.tmdb.org/t/p/original/ikN8ABD9pXHuW4JFqTEHr3ae8rd.jpg,Yeon Sang-ho,"Yoo Ah-in, Kim Hyun-joo, Park Jeong-min, Won Jin-a, Yang Ik-june, Kim Do-yoon, Kim Shin-rok, Ryu Kyung-soo, Lee Re","Drama, Crime, Sci-Fi & Fantasy",2.0,6.0,52.0,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",98.723,7.512,684.0,,,KR,Netflix,Climax Studios,"yooah-in kimhyun-joo parkjeong-min wonjin-a yangik-jun kimdo-yoon kimshin-rok ryukyung-soo leer hell cult basedoncartoon supernaturalcreatur basedonwebcomicorwebtoon seoul southkorea netflix drama crime sci-fi&fantasi unearthli be deliv bloodi condemnations, send individu to hell and give rise to a religi group found on the idea of divin justice."
197067,Extraordinary Attorney Woo,이상한 변호사 우영우,"court case, court, autism, lawyer, courtroom, law firm, father daughter relationship, slight romance, nice male lead, smart female lead",2022-06-29,https://image.tmdb.org/t/p/w500/zuNOQVI4rEaqwknrfQUVKtlKE2C.jpg,https://image.tmdb.org/t/p/original/lfQnJr9ugRKtl3vhG6IfOOAhN8s.jpg,Yoo In-sik,"Park Eun-bin, Kang Tae-oh, Kang Ki-young, Jeon Bae-soo, Baek Ji-won, Jin Kyung, Ha Yoon-kyung, Joo Jong-hyuk, Joo Hyun-young, Im Sung-jae","Drama, Comedy",1.0,16.0,70.0,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,92.977,8.321,376.0,,,KR,"Netflix, ENA","AStory, KT Studio Genie",parkeun-bin kangtae-oh kangki-young jeonbae-soo baekji-won jinkyung hayoon-kyung joojong-hyuk joohyun-young imsung-ja courtcas court autism lawyer courtroom lawfirm fatherdaughterrelationship slightrom nicemalelead smartfemalelead netflix ena drama comedi brilliant attorney woo young-woo tackl challeng in the courtroom and beyond as a newbi at a top law firm and a woman on the autism spectrum.
129478,The King's Affection,연모,"love triangle, based on comic, romance, teacher, cross dressing, historical fiction, twins, historical, first love, child abandonment, hidden identity, joseon dynasty, gender bender",2021-10-11,https://image.tmdb.org/t/p/w500/2Qim2grFzfNJ4h3QSTzxi8CsKdG.jpg,https://image.tmdb.org/t/p/original/4r7scgI5aUrShN0YzriAatWd15e.jpg,,"Park Eun-bin, Rowoon, Nam Yoon-su, Bae Yoon-kyung, Choi Byung-chan, Lee Pil-mo, Baek Hyun-joo, Go Gyu-pil, Jung Chae-yeon, Bae Soo-bin, Han Chae-ah, Yoon Je-moon, Son Yeo-eun, Lee Il-hwa, Kim Seo-ha, Heo Jung-min, Park Won-sang, Jung Jae-sung, Jang Se-Hyun, Lee Soo-min, Choi Myeong-bin, Ko Woo-rim, Choi Ro-woon, Kim Geon, Kim Taek",Drama,1.0,20.0,70.0,"When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret.",84.549,8.411,196.0,,,KR,KBS2,"Monster Union, Arc Media","parkeun-bin rowoon namyoon-su baeyoon-kyung choibyung-chan leepil-mo baekhyun-joo gogyu-pil jungchae-yeon baesoo-bin hanchae-ah yoonje-moon sonyeo-eun leeil-hwa kimseo-ha heojung-min parkwon-sang jungjae-sung jangse-hyun leesoo-min choimyeong-bin kowoo-rim choiro-woon kimgeon kimtaek lovetriangl basedoncom romanc teacher crossdress historicalfict twin histor firstlov childabandon hiddenident joseondynasti genderbend kbs2 drama when the crown princ is killed, hi twin sister assum the throne while tri to keep her ident and affect for her first love a royal secret."
155226,Big Mouth,빅마우스,"greed, investigation, secret organization, film noir, murder, conspiracy, lawyer, mysterious killer, mysterious death, mysterious messages, mysterious figure",2022-07-29,https://image.tmdb.org/t/p/w500/gJDvYUJcPEDJzB3SnQokifPUtRF.jpg,https://image.tmdb.org/t/p/original/t5jnpVVWQBnl8B23bx3ijGCHt5L.jpg,,"Lee Jong-suk, Yoona, Yang Kyung Won, Kim Ju-hun, Kwak Dong-yeon, Ok Ja-yeon, Lee Ki-young, Oh Eui-sik","Mystery, Drama, Crime",1.0,16.0,68.0,"A lawyer, caught up in a murder case, becomes a notorious and genius con artist overnight, in order to fight against a huge conspiracy and survive.",79.343,8.2,35.0,,,KR,MBC,"Studio Dragon, AStory","leejong-suk yoona yangkyungwon kimju-hun kwakdong-yeon okja-yeon leeki-young oheui-sik greed investig secretorgan filmnoir murder conspiraci lawyer mysteriouskil mysteriousdeath mysteriousmessag mysteriousfigur mbc mysteri drama crime a lawyer, caught up in a murder case, becom a notori and geniu con artist overnight, in order to fight against a huge conspiraci and survive."
93490,My Country: The New Age,나의 나라,"friendship, romance, king, political intrigue , historical drama, joseon dynasty, goryeo dynasty",2019-10-04,https://image.tmdb.org/t/p/w500/dU6JSuUSy2ZkWdlMUKzkJjhqtKD.jpg,https://image.tmdb.org/t/p/original/37BaVWwZAAmjlOSoCeA1TqL0uyo.jpg,,"Yang Se-jong, Woo Do-hwan, Kim Seol-hyun, Kim Yeong-cheol, Park Ye-jin, Yu Oh-seong, Jang Young-nam, Ji Seung-hyun, In Gyo-jin","Drama, Action & Adventure",1.0,16.0,70.0,"Set during the turbulent time of the fall of Goryeo and the founding of Joseon, two former friends face-off against one another over a woman and the future shape of the nation.",76.437,7.6,25.0,,,KR,"Netflix, JTBC","SLL, Celltrion Entertainment","yangse-jong woodo-hwan kimseol-hyun kimyeong-cheol parkye-jin yuoh-seong jangyoung-nam jiseung-hyun ingyo-jin friendship romanc king politicalintrigu historicaldrama joseondynasti goryeodynasti netflix jtbc drama action&adventur set dure the turbul time of the fall of goryeo and the found of joseon, two former friend face-off against one anoth over a woman and the futur shape of the nation."
134465,Crazy Love,크레이지 러브,"romance, revenge, ceo, pretend relationship",2022-03-07,https://image.tmdb.org/t/p/w500/2N5Bixu3UQEONjDECicFqssCkxg.jpg,https://image.tmdb.org/t/p/original/z9NgxMBg6BCmLVfjawtnQwsOVh9.jpg,Kim Jung-hyun,"Kim Jae-wook, Krystal Jung, Yoo In-young, Ha Jun, Yoon San-ha, Park Han-sol, Im Won-hee, Kim Hak-sun, Lee Si-eon, Jung Sung-ho, Kim Ki-Nam, Back Joo-hee, Lee Mi-young, Joe In, Yoon Hye-ree, Go Gyu-pil","Drama, Comedy",1.0,16.0,70.0,"No Go Jin is the most popular mathematics instructor in the private education field and the CEO of GOTOP Education. Even though he has only a high school level education, he has achieved all of his success due to his extreme intelligence. He seems like a perfect man with a handsome appearance, high IQ, and wealth. He is also narcissistic. One day, he is suddenly warned that he will be murdered.

Lee Shin A works as No Go Jin’s secretary. She is a diligent and responsible employee. Due to her quiet and introverted personality, she has little presence with her boss No Go Jin and her colleagues at work. Her colleagues begin to recognize her, because she has worked for the notorious No Go Jin for more than 1 year. She then learns that she does not have much time left to live.",73.785,7.35,20.0,,,KR,KBS2,Arc Media,"kimjae-wook krystaljung yooin-young hajun yoonsan-ha parkhan-sol imwon-he kimhak-sun leesi-eon jungsung-ho kimki-nam backjoo-he leemi-young joein yoonhye-re gogyu-pil romanc reveng ceo pretendrelationship kbs2 drama comedi no go jin is the most popular mathemat instructor in the privat educ field and the ceo of gotop education. even though he ha onli a high school level education, he ha achiev all of hi success due to hi extrem intelligence. he seem like a perfect man with a handsom appearance, high iq, and wealth. he is also narcissistic. one day, he is suddenli warn that he will be murdered. lee shin a work as no go jin’ secretary. she is a dilig and respons employee. due to her quiet and introvert personality, she ha littl presenc with her boss no go jin and her colleagu at work. her colleagu begin to recogn her, becaus she ha work for the notori no go jin for more than 1 year. she then learn that she doe not have much time left to live."
135157,Alchemy of Souls,환혼,"martial arts, assassin, magic, prince, secret organization, body exchange, romance, transmigration, female assassin, martial arts master, historical, wizard, soul transference, master disciple relationship, magical powers, multiple main characters, assassin female lead, birth secret, prince male lead",2022-06-18,https://image.tmdb.org/t/p/w500/q2IiPRSXPOZ6qVRj36WRAYEQyHs.jpg,https://image.tmdb.org/t/p/original/pj3zCnPXI5Bh3lblZAgfzWUAn5v.jpg,,"Lee Jae-Wook, Minhyun, Shin Seung-ho, Go Youn-jung","Drama, Action & Adventure, Mystery, Sci-Fi & Fantasy",2.0,30.0,74.0,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",73.545,8.682,168.0,1.0,2022-12-10,KR,tvN,Studio Dragon,"leejae-wook minhyun shinseung-ho goyoun-jung martialart assassin magic princ secretorgan bodyexchang romanc transmigr femaleassassin martialartsmast histor wizard soultransfer masterdisciplerelationship magicalpow multiplemaincharact assassinfemalelead birthsecret princemalelead tvn drama action&adventur mysteri sci-fi&fantasi a power sorceress in a blind woman' bodi encount a man from a prestigi family, who want her help to chang hi destiny."
133678,Once Upon a Small Town,어쩌다 전원일기,based on novel or book,2022-09-05,https://image.tmdb.org/t/p/w500/om5RqlMYD5LRNEkSkpNrn6W9rqo.jpg,https://image.tmdb.org/t/p/original/bdkfBz4waYCe3DsgLMMHsgQGw8R.jpg,Kwon Seok-jang,"Joy, Choo Young-woo, Baek Sung-chul, Baek Ji-won, Jeong Seok-yong, Roh Jae-won, Park Ye-ni, Ha Yul-Ri, Na Chul, Park Ji-a, Kim Young-Sun",Drama,1.0,12.0,36.0,"Against his wishes a veterinarian from the big city relocates to the countryside, where he meets a policewoman, a town insider with a friendly secret.",68.629,8.313,16.0,,,KR,"Netflix, Kakao TV",Kakao Entertainment,"joy chooyoung-woo baeksung-chul baekji-won jeongseok-yong rohjae-won parkye-ni hayul-ri nachul parkji-a kimyoung-sun basedonnovelorbook netflix kakaotv drama against hi wish a veterinarian from the big citi reloc to the countryside, where he meet a policewoman, a town insid with a friendli secret."
45579,The Moon Embracing the Sun,해를 품은 달,"based on novel or book, joseon dynasty",2012-01-04,https://image.tmdb.org/t/p/w500/zr6XJUtT61gWhWwjPIraY13SkAE.jpg,https://image.tmdb.org/t/p/original/qRwrosN7w3FAcSVC9ZtbZvxHVrY.jpg,,"Kim Soo-hyun, Yeo Jin-goo, Han Ga-in, Kim You-jung, Jung Il-woo, Lee Tae-ri, Kim So-hyun, Sunwoo Jae-duk, Song Jae-hee, Yim Si-wan, Yoon Seung-ah, Seo Ji-Hee, Ahn Nae-sang, Kim Young-ae, Nam Bo-ra, Jin Ji-hee, Song Jae-rim, Lee Won-keun, Kim Ye-ryeong, Jeon Mi-seon, Yang Mi-kyung","Drama, Sci-Fi & Fantasy",1.0,20.0,65.0,"Years after she's assumed dead by the palace, a young noblewoman, now trained as a shaman, returns to court to reclaim her rightful position as queen.",68.413,7.97,169.0,,,KR,MBC,Pan Entertainment,"kimsoo-hyun yeojin-goo hanga-in kimyou-jung jungil-woo leetae-ri kimso-hyun sunwoojae-duk songjae-he yimsi-wan yoonseung-ah seoji-he ahnnae-sang kimyoung-a nambo-ra jinji-he songjae-rim leewon-keun kimye-ryeong jeonmi-seon yangmi-kyung basedonnovelorbook joseondynasti mbc drama sci-fi&fantasi year after she' assum dead by the palace, a young noblewoman, now train as a shaman, return to court to reclaim her right posit as queen."
68349,Weightlifting Fairy Kim Bok-Joo,역도요정 김복주,"friendship, sports, college, romance, weightlifting",2016-11-16,https://image.tmdb.org/t/p/w500/kyZKEtDNBS5S3ZobqJssdhUYUfv.jpg,https://image.tmdb.org/t/p/original/s6k1teuMVH01038PhjpvgX4dmht.jpg,Han Hee,"Lee Sung-kyung, Nam Joo-hyuk, Kyung Soo-jin, Lee Jae-yoon, Cho Hye-jung, Oh Eui-sik, Ji Il-joo, Cho Soo-hyang, Lee Joo-young, Choi Moo-sung, Jang Young-nam, Ahn Kil-kang, Kang Ki-young, Jeong In-gi, Lee Jung-eun, Yoo Da-in, Kim Ye-joon, Cho Mi-nyeo, Lee Jong-suk","Comedy, Drama",1.0,16.0,60.0,"A spunky female weightlifter and free-spirited male swimmer meet on campus, only to find out their pasts may be intertwined.",66.659,8.707,645.0,,,KR,MBC,Chorokbaem Media,"leesung-kyung namjoo-hyuk kyungsoo-jin leejae-yoon chohye-jung oheui-sik jiil-joo chosoo-hyang leejoo-young choimoo-sung jangyoung-nam ahnkil-kang kangki-young jeongin-gi leejung-eun yooda-in kimye-joon chomi-nyeo leejong-suk friendship sport colleg romanc weightlift mbc comedi drama a spunki femal weightlift and free-spirit male swimmer meet on campus, onli to find out their past may be intertwined."
