tmdb_id,name,original_name,keywords,airing_date,poster_img_url,background_img_url,directors,cast,genres,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,next_episode_to_air,next_episode_air_date,origin_country,networks,production_companies
64020,Glamorous Temptation,화려한 유혹,,2015-10-05,https://image.tmdb.org/t/p/w500/n0Zbgf15IxiNzpd2tT3YZWBFl8L.jpg,https://image.tmdb.org/t/p/original/gNhAgZqEWmPt3T2wYKFAe5kceLG.jpg,,"Joo Sang-wook, Nam Joo-hyuk, Choi Kang-hee, Kim Sae-ron, Cha Ye-ryun, Kim Bo-ra, Jung Jin-young, Dong Ha, Na Young-hee, Jeong In-gi, Park Jung-ah, Kal So-won, Choi Min, Kim Mi-kyeong",Drama,1.0,50.0,60.0,"A story about a woman experiencing a harsh fate, a woman who is jealous of her and a man set out to get revenge.",7.479,9.0,4.0,,,KR,MBC,
91034,Justice,저스티스,based on novel or book,2019-07-17,https://image.tmdb.org/t/p/w500/nuHSx0ANZ2Bmf3tpjEt3NUuP4gt.jpg,https://image.tmdb.org/t/p/original/3GfvoKn1I4AxfMPWOigPgUT7EQY.jpg,,"Choi Jin-hyuk, Son Hyun-joo, Nana, Park Sung-hoon, Lee Hak-joo, Lee Ho-jae, Kim Ji-hyun, Oh Man-seok, Jo Dal-hwan, Ji Hye-won",Drama,1.0,32.0,35.0,"Lee Tae Kyung is a star lawyer with the best win rate. He is able to win cases by using his sharp logic and intelligent speeches. He amasses power and wealth by dealing with clients who are part of the elite class. His cases are usually referred from Song Woo Yong who is the owner of a construction company. Lee Tae Kyung gets these high class criminals acquitted or at minimum receive probation. He first became a lawyer to get revenge for his younger sister, but has since become focused on money. He changes when he deals with a series of cases involving missing actresses.

Meanwhile, Song Woo Yong has grown his construction company by funneling criminal cases involving wealthy people to Lee Tae Kyung. For his family, he desires even more power. He comes into conflict with Lee Tae Kyung over the cases involving missing actresses.",4.995,7.0,1.0,,,KR,KBS2,
73257,Hospital Ship,병원선,"surgeon, tearjerker, medical drama, teamwork, wrongfully accused",2017-08-30,https://image.tmdb.org/t/p/w500/iQAI6OhP7xCsqkcvaqIdit1q5M8.jpg,https://image.tmdb.org/t/p/original/2zA6kYOLDSCLvqwOpZrDEF0j7v2.jpg,,"Ha Ji-won, Kang Min-hyuk, Kim Kwang-kyu, Jung Kyung-soon, Kwon Min-a, Lee Han-wi, Kim In-sik, Jang Seo-won, Lee Seo-won",Drama,1.0,40.0,30.0,"A story of young doctors, who provide medical care to remote island residents via a hospital ship.",4.993,6.3,17.0,,,KR,MBC,Pan Entertainment
2862,First Love of a Royal Prince,황태자의 첫사랑,,2004-06-23,https://image.tmdb.org/t/p/w500/wJ36hk4eCKKGJvZtapMYgnYk5KZ.jpg,,,"Cha Tae-hyun, Sung Yu-ri, Lee Duck-hwa, Yoo Chae-young, Lee Ki-young, Jin Jae-young, Chang Mi-hee, Kim Chang-wan, Kwon Ki-sun, Kim Nam-jin, Kim Young-jun, Jennifer Lee",Drama,1.0,18.0,60.0,"First Love of a Royal Prince is a 2004 South Korean television series starring Sung Yu-ri, Cha Tae-hyun, Kim Nam-jin and Jin Jae-young. It aired on MBC from June 23 to August 26, 2004 on Wednesdays and Thursdays at 21:55 for 18 episodes.",4.993,7.833,3.0,,,KR,MBC,
83140,Mama Fairy and the Woodcutter,계룡선녀전,"romance, based on webcomic or webtoon",2018-11-05,https://image.tmdb.org/t/p/w500/oLaL1SUnOmGo0bAFO8zi3X7DvBc.jpg,https://image.tmdb.org/t/p/original/dpgO9CwT0mglxF5opNiW2P5t0Vi.jpg,,"Moon Chae-won, Goh Doo-shim, Yoon Hyun-min, Seo Ji-hoon, Jeon Soo-jin, Kang Mi-na, An Young-mi, Ahn Kil-kang, Go Geon-han, Hwang Young-hee","Comedy, Drama",1.0,16.0,70.0,"A wingless fairy awaits the reincarnation of her former husband to try to locate her lost wings and return to heaven.

Sun Ok Nam is a fairy who came down to Earth to take a bath during the Joseon Dynasty. A woodcutter steals her clothes, and she is unable to return to heaven. She decides to marry the woodcutter and has two children with him. But before she can find out where he hid her clothes, the woodcutter dies in an accident. Almost 700 years later, Ok Nam works as a barista in a café, awaiting the reincarnation of her woodcutter husband. To most people who see her, Ok Nam looks like an old woman, but some people can see her for her youthful beauty.

When two men, Jung Ji Hyun and Kim Geum, come into the café one day, Ok Nam is convinced that one of them is her reincarnated husband. Can Ok Nam finally find her lost clothes and return to heaven?",4.981,7.7,3.0,,,KR,tvN,"JS Pictures, Studio Dragon"
5711,One Fine Day,어느 멋진 날,,2006-05-31,https://image.tmdb.org/t/p/w500/6Ks55HqnpUVCJWtlMDw6BruqchL.jpg,https://image.tmdb.org/t/p/original/43eIbjHkeliBxZyo1XzAmMO3y0M.jpg,,"Gong Yoo, Sung Yu-ri, Jung Dong-hwan, Namkoong Min, Lee Sa-bi, Lee Yeon-hee",Drama,1.0,16.0,70.0,"One Fine Day is a 2006 South Korean television drama series starring Gong Yoo, Sung Yu-ri, Namgoong Min and Lee Yeon-hee. It aired on MBC from May 31 to July 20, 2006 on Wednesdays and Thursdays at 21:55 for 16 episodes.",4.261,6.3,3.0,,,KR,MBC,
132926,Sponsor,스폰서,,2022-02-23,https://image.tmdb.org/t/p/w500/qXSGl8C2KPTxP169xKxMR5Vo9hk.jpg,https://image.tmdb.org/t/p/original/aDeJ7wa4G5MlnU5v9DczuJZMSah.jpg,,"Han Chae-young, Lee Ji-hoon, Ji E-su, Koo Ja-sung, Kim Yoon-seo, Park Geun-hyung, Kim Jung-tae, Lee Yoon-mi, Seo Woo-jin, Kim Hee-jung, Kim Kang-hyun, Lee Na-ra, Yang Hye-Jin, Kim Han-joon, Kim Ro-sa",Drama,1.0,12.0,55.0,"A romance thriller between four men and women running like a runaway locomotive toward different desires, including success, revenge, children and love.  Lee Sun Woo, is a photographer and editor in magazine. He keeps a burning ambition and heartfelt desire for revenge hidden behind his warm exterior. Han Chae Rin is the CEO of a cosmetics company. She is greedy and ambitious despite her success. Park Da Som is a rising actress. She does anything for success. At the same time, she struggles to protect her son who has a rare disease. She’s internally struggling between motherhood and success, and despite her cold exterior, she truly loves her ill son. Hyun Seung Hoon, Park Da Som’s husband is an aspiring model. His life goals are: overcome poverty and failures. He dreams of succeeding in life.",4.977,6.8,6.0,,,KR,"MBN, iHQ","iHQ, Victory Contents"
94952,Gracious Revenge,우아한 모녀,"revenge, telenovela, makjang",2019-11-04,https://image.tmdb.org/t/p/w500/l09DtDbxadutLFjFP89NBKhyp8U.jpg,https://image.tmdb.org/t/p/original/wZbOOUtlnYNETulY56bSrxlZdGD.jpg,,"Kim Myung-soo, Choi Myung-gil, Baek Seung-Hee, Cha Ye-ryun, Kim Heung-soo",Drama,1.0,103.0,33.0,"Carrie Jung lost her husband and child. She now lives only take revenge on those responsible for their deaths. Carrie Jung raises Han Yoo Jin as a tool in her revenge plan. Han Yoo Jin is a smart and beautiful woman, but she falls in love with a man who she should not love.",4.97,8.0,1.0,,,KR,KBS2,iWill Media
85444,Liver or Die,왜그래 풍상씨,"doctor, brother sister relationship, brother brother relationship, age gap",2019-01-09,https://image.tmdb.org/t/p/w500/etsfuEMJ9N21e6ih265EfLKDBUy.jpg,https://image.tmdb.org/t/p/original/t7yrrKAYdtzpV5s8LTArooIP458.jpg,,"Yu Jun-sang, Oh Ji-ho, Jeon Hye-bin, Lee Si-young, Cha Seo-won, Shin Dong-mi, Lee Bo-hee, Kim Ji-young, Choi Dae-chul, Park In-hwan, Song Jong-ho, Choi Sung-Jae","Comedy, Drama, Family",1.0,40.0,35.0,"Poong Sang is a lonely, pitiful middle-aged man, who has never lived his life for himself. Up until now, he took care of his four younger siblings and supported them financially. Will he ever get to find happiness for himself?",5.652,8.333,3.0,,,KR,KBS2,"Pan Entertainment, Chorokbaem Media"
5292,Behind the White Tower,하얀거탑,"based on novel or book, hospital, doctor, medical drama",2007-01-06,https://image.tmdb.org/t/p/w500/nhCqdwT7e2ZCobBBxUT4VeBioT6.jpg,https://image.tmdb.org/t/p/original/gKfFRgzixhYlwsPcB9yZW9hyjtd.jpg,,"Kim Myung-min, Lee Sun-kyun, Cha In-pyo, Song Sun-mi, Kim Bo-kyung, Lee Jeong-kil, Kim Chang-wan, Byun Hee-bong, Lim Seong-eon, Jung Han-yong, Jung Young-sook, Ki Tae-young, Kim Min-joo, Lee Hee-do, Jang So-yeon, Han Sang-jin, Park Kwang-jung, Yang Hee-kyung, Park Hyuk-kwon, Son Ho-gyun, Park Young-ji, Jo Moon-ee, Choi Beom-ho, Jung Kyung-ho, Lee Mu-saeng, Son Byung-ho, Kim Jung-hak, Jang Hyun-sung",Drama,1.0,20.0,60.0,"Based on renowned Japanese novelist Yamazaki Toyoko's representative work Shiroi Kyotō, the drama brings viewers deep into the political inner workings of the medical field by taking a satirical look at malpractice and power plays at a university hospital, and contrasting the paths and personalities of two doctors.",4.95,9.3,3.0,,,KR,MBC,Kim Jong-hak Production
93096,Secret Boutique,시크릿 부티크,"corruption, revenge, thriller, childhood friends, lying, power struggle, scheme, secret crush, female centered plot, melodrama",2019-09-18,https://image.tmdb.org/t/p/w500/ealFfjKtftXqmWesZM6AKQlV264.jpg,https://image.tmdb.org/t/p/original/e5NCTHkouK4NapoEYVCGcJVGUZQ.jpg,,"Kim Sun-a, Chang Mi-hee, Park Jae Young, Kim Jae-young, Go Min-si, Ryu Won, Kim Tae-hun, Ryu Seung-su, Han Jung-soo, Jeong Da-eun, Kim Young-ah",Drama,1.0,16.0,35.0,"Jenny Jang is poor and works at bathhouse in Gangnam, Seoul. She starts a new job as a housemaid for a conglomerate family. She becomes successful and then runs J Boutique. She also begins work as a lobbyist. Jenny Jang gets involved in an international city development project.",4.941,8.3,3.0,,,KR,SBS,Studio S
18504,Precious Family,부모님 전상서,,2004-10-16,https://image.tmdb.org/t/p/w500/czkH1A1gp4UfT9TsMQsKxMGAkrm.jpg,,,"Lee Dong-wook, Jang Hyun-sung, Kim Bo-yeon, Lee Yu-ri, Na Moon-hee, Song Jae-ho, Kim Hee-ae, Yoo Seung-ho, Kim Hae-sook","Drama, Family",1.0,68.0,60.0,"Precious Family is a South Korean television series starring Kim Hee-ae, Hur Joon-ho, Song Jae-ho, Kim Hae-sook, Jang Hyun-sung, Lee Dong-wook, and Lee Yoo-ri. It aired on KBS2 from October 16, 2004 to July 5, 2005 on Saturdays and Sundays at 19:55 for 68 episodes.

Shedding light on the importance of family and marriage through the realistic portrayal of one woman who experiences many trials in her life including her husband's infidelity, friction with difficult in-laws, and the hardship of raising an autistic son, the drama received solid ratings and critical approval.",4.938,,,,,KR,KBS2,Samhwa Networks
208594,Girlfriend Project Day 1,오늘부터 여자친구,"girlfriends, girls love",2022-08-19,https://image.tmdb.org/t/p/w500/mvHlYuAfonoJ2NodFdeM0cFGps7.jpg,,,"Park Hyeon Woo, Bing Hye Jin",Drama,1.0,4.0,,"Hee Ram and Ga In met in a general education class, Psychology of Love and Sex class. In this class, students have to perform a dating mission as a mock couple. A hard-working student Hee Ram and an easy-goer Ga In don't quite get along with each other from their first meeting.",4.933,,,,,KR,YouTube,
130014,Genesis,복제인간,"clone, investigation, death of father, conspiracy, miniseries, death, death of mother, suspense",2021-06-18,https://image.tmdb.org/t/p/w500/aMBKdiSornyYwq3KN5IJV8RgJkx.jpg,https://image.tmdb.org/t/p/original/mq9HNYxRUELgbmqU1sAdbUFwCXy.jpg,,"Park Hae-jin, Nana, Kwak Si-yang, Park Jin-joo, Lee Ki-woo, Park Geun-hyung, Byeon Jung-su, Kim Chang-hwan, Yoon Ah-jung, Koo Ja-sung, Ren, So Hee-jung, Park Chul-min","Mystery, Drama",1.0,6.0,52.0,A man who digs into his mother's mysterious death meeting humans with the same faces as him one by one and becoming embroiled in a bigger conspiracy.,4.91,5.0,1.0,,,KR,"sky Drama, Seezn, Olleh TV, SkyLife",
82462,The Third Charm,제3의 매력,"love triangle, romance, relationship, sibling, chef, first love, opposites attract, hairstylist, time skip, love story",2018-09-28,https://image.tmdb.org/t/p/w500/qTkQpi3NWo8L3jhxqGsPaVyZmAI.jpg,https://image.tmdb.org/t/p/original/wTQnXVyCkRiectdfdJMLETjai4x.jpg,,"Seo Kang-joon, Esom, Shin Do-hyun, Yang Dong-geun, Lee Yoon-ji, Park Gyu-young, Kim Yoon-hye, Lee Sang Yi, Park Ji-Il, Choi Byung-mo , Kim Ki-Moo, Lee Ha-yul, Park Yu-rim",Drama,1.0,16.0,60.0,The twelve-year love story of two individuals with completely opposite personalities who unexpectedly met on a group blind date.,4.904,6.6,7.0,,,KR,JTBC,"SLL, JYP Entertainment"
40016,Warrior Baek Dong Soo,무사 백동수,historical,2011-07-04,https://image.tmdb.org/t/p/w500/aRsoKkHfAv7YqiYd2N1L26PMyRv.jpg,https://image.tmdb.org/t/p/original/gK917z943wHL22zLRv48hdckIY0.jpg,"Lee Hyun-jik, Kim Hong-sun","Ji Chang-wook, Yoo Seung-ho, Park Gun-tae, Yeo Jin-goo, Yoon Soy, Lee Hye-in, Shin Hyun-bin, Nam Ji-hyun, Hong Jong-hyun, Choi Min-soo, Jun Kwang-ryul, Park Jun-gyu, Park Won-sang, Oh Man-seok, Park Chul-min, Jeon Kuk-hwan, Lee Won-jong, Jung Ho-bin, Ahn Suk-hwan, Lee Yong-Woo, Kim Hee-jung, Yoon Ji-min","Action & Adventure, Drama",1.0,29.0,60.0,"Warrior Baek Dong-soo is a 2011 South Korean fusion historical/action television series starring Ji Chang-wook, Yoo Seung-ho, Yoon So-yi, Shin Hyun-bin, Choi Min-soo and Jun Kwang-ryul. It aired on SBS from July 4 to October 10, 2011 on Mondays and Tuesdays at 21:55 for 29 episodes. Based on the 2010 comic Honorable Baek Dong-soo by Lee Jae-heon, the series is about how Joseon historical figure Baek Dong-soo grew to become a swordsman and folk hero. Baek was one of the three authors of Muyedobotongji, a pivotal martial arts work commissioned by King Jeongjo. Set against the backdrop of political maneuverings in Joseon between different factions, namely those led by King Jeongjo, by the Qing ambassador, by the Japanese swordsman Kenzo, and the assassin's guild Heuksa Chorong, at its core the series is a coming-of-age drama about brotherhood, friendship, loyalty and honor.",4.89,7.813,8.0,,,KR,SBS,
4088,Wonderful Life,원더풀 라이프,,2005-03-07,https://image.tmdb.org/t/p/w500/bLWt7NSzrUgixHTE2NHBaXAomjq.jpg,https://image.tmdb.org/t/p/original/qK6azsQyX3cgrEMgeixRG6VfPay.jpg,,"Kim Jae-won, Eugene, Sunwoo Yong-nyeo, Han Da-gam, Joo Hyun, Kim Hye-ok, Lee Ji-hoon, Kim Hee-jung, Jung Da-bin","Comedy, Drama, Family, Romance",1.0,16.0,60.0,"Han Seung Wan and Jung Se Jin bumps into each other at the airport and accidentally take each other's passports. They meet again and Seung Wan and Se Jin end up spending the day together. Both having to deal with love complications, they end up drunk and having a one night stand. Back in Korea, Se Jin discovers she is pregnant and leaves to have the baby alone. A year later, Se Jin's clueless sister ends up spilling the secret to Seung-Wan at his engagement party, showing up with his baby daughter. Seung-wan and Se Jin are then forced to marry by their respective families. Complicated love takes place between Do Hyun, Se Jin, Chae Young and Seung-Wan. The rest of the story revolves around the family's journey in learning to take responsibility, and learning to love each other. ",4.875,8.0,1.0,,,KR,MBC,
46527,Bachelor's Vegetable Store,총각네 야채가게,,2011-12-21,https://image.tmdb.org/t/p/w500/bRofDs2zQow4ACiSADYZBYb4lQc.jpg,https://image.tmdb.org/t/p/original/bSUbST49Zcl6M7BiOiKlLKUMJ3z.jpg,,"Kim Young-kwang, Ji Chang-wook, Wang Ji-hye, Oh Jae Moo, Park Soo-jin, Hwang Shin-hye, Lee Se-young, Park Won-sook, Lee Kwang-soo, Jeon No-min","Comedy, Drama, Romance",1.0,24.0,60.0,The true story of a young man who turned a tiny vegetable store into a nationwide franchise. Based on a book published in 2003 about Lee Young Suk's life. He started his vegetable stand in 1998 and eventually expanded it to 33 stores around South Korea.,4.865,5.0,3.0,,,KR,Channel A,Channel A
58127,Goddess of Marriage,결혼의 여신,"heir, power struggle, rich man poor woman",2013-06-29,https://image.tmdb.org/t/p/w500/xECyvf7LHJTXJK5BgI2e62nNs3L.jpg,,,"Nam Sang-mi, Lee Sang-wu, Kim Ji-hun, Lee Tae-ran, Clara Lee, Shim Yi-young, Jang Hyun-sung, Park Tam-hee, Hwang Chae-won, Kwon Hae-hyo, Jang Young-nam, Jeon Kuk-hwan, Lee Se-young, Kim Jung-tae, Kim Mi-kyeong, Kwak Hee-Sung, Cho Min-soo","Comedy, Drama, Family",1.0,36.0,70.0,"Goddess of Marriage is a 2013 South Korean romantic comedy-drama series starring Nam Sang-mi, Kim Ji-hoon, Lee Sang-woo, Lee Tae-ran, Kim Jung-tae, Jo Min-su, Kwon Hae-hyo, Jang Young-nam and Jang Hyun-sung. It premiered on SBS on June 29, 2013, airing every Saturday and Sunday at 21:50 for 32 episodes.",4.854,,,,,KR,SBS,Samhwa Networks
132600,Yonder,욘더,based on novel or book,2022-10-14,https://image.tmdb.org/t/p/w500/iRbCAC0YupTtDhfIaRDhC25KtLr.jpg,https://image.tmdb.org/t/p/original/vME9NMNAiUrQJIVUEohV5tJQFJg.jpg,Lee Joon-ik,"Shin Ha-kyun, Han Ji-min, Lee Jung-eun, Jung Jin-young, Bae Yoo-ram, Cha Soon-bae, Yoon Yi-reh, Choi Dae-Seong, Choi Hee-seo","Drama, Sci-Fi & Fantasy",1.0,6.0,33.0,Ja-hyun receives a message from his deceased wife inviting him to reunite with her in a place called 'Yonder'.,4.847,6.0,1.0,,,KR,TVING,"Doodoong Pictures, CJ ENM"
50556,First Wives' Club,조강지처 클럽,,2007-09-29,https://image.tmdb.org/t/p/w500/hR9eeDPCfnd77s9Bl4ZJXGAnV1q.jpg,,,"Kim Hye-sun, Kim Hae-sook, Ahn Nae-sang, Yoon Joo-hee, Noh Joo-hyun",Drama,1.0,104.0,60.0,"When a couple of wives discover that their husband's hearts are with other women, they decide to form their own First Wives Club and take matters into their own hands!",4.832,,,,,KR,SBS,
14464,I am Your Teacher,아이 엠 샘,,2007-08-06,https://image.tmdb.org/t/p/w500/ayhMUx7mVh1ILppxNZ98ssVRqs.jpg,https://image.tmdb.org/t/p/original/eXNnlHcvtKWGW5HQzT5zKziTEsv.jpg,,"Yang Dong-geun, Park Min-young, Lee Min-ho , Park Jae-jung, Son Tae-young, Choi Seung-hyun","Drama, Comedy",1.0,16.0,,"I am Sam is a 2007 South Korean television series starring Yang Dong-geun, Park Min-young, Park Joon-gyu, Son Tae-young, and T.O.P in his acting debut. It aired on KBS2 from August 6 to October 2, 2007 on Mondays and Tuesdays at 21:55 for 16 episodes. Based on the Japanese comic series Very Private Lesson, Yang plays a geeky, straight-arrowed, under-qualified high school teacher who becomes a live-in tutor for the troublemaking daughter of a notorious gangster, in exchange for one million won. The drama received average ratings of around 6.5%.

The title is a word play since sam in Korean roughly translates to ""teacher"" in slang, thus the international title, I am Your Teacher.",4.831,6.4,5.0,,,KR,KBS2,
77283,Live,라이브,"friendship, rape, police, detective, marriage, family relationships, betrayal, police officer, policewoman, social justice, conglomerate, teamwork",2018-03-10,https://image.tmdb.org/t/p/w500/f8eQMaFRM4kvohslsTv2wa0CSSG.jpg,https://image.tmdb.org/t/p/original/7AMZ9sOH4cHvbvsVfcKU6g1g5rR.jpg,,"Jung Yu-Mi, Lee Kwang-soo, Bae Sung-woo, Bae Jong-ok, Sung Dong-il, Jang Hyun-sung, Lee Eol, Lee Joo-young, Lee Si-eon, Shin Dong-Wook, Kim Gun-woo, Cho Wan-ki, Baek Seung-do, Lee Soon-jae, Kim Jong-Hoon, Park Han-sol","Drama, Crime",1.0,18.0,73.0,The police officers at South Korea's busiest patrol division toil day and night as keepers of law and peace -- but the reality is far from orderly.,4.826,8.4,25.0,,,KR,tvN,"Studio Dragon, GTist"
99655,Graceful Friends,우아한 친구들,"couple, rich family, murder case",2020-07-10,https://image.tmdb.org/t/p/w500/mMvmOEnjxH2Z3pat4yjLFyJxRWm.jpg,https://image.tmdb.org/t/p/original/kedjskqw5QOFISGrlew6228QICW.jpg,,"Yu Jun-sang, Song Yun-ah, Kim Sung-oh, Bae Soo-bin, Han Da-gam, Kim Hye-eun, Jeong Seok-yong, Kim Ji-young","Drama, Crime",1.0,17.0,70.0,"A group of friends gets intertwined with the death of their professor twenty years ago. Ironically, now in their 40s, they get tangled once again in one man's death. Ahn Goong Chul is a man of success who is married to a doctor and is a director at a popular chicken franchise. One day, he and his wife become suspects in a murder. Through the misunderstandings and suspicion between Ahn Goong Chul and his wife Nam Jung Hae, their relationship starts to deteriorate as secrets and shocking events unfold. Amid the chaos, Ahn Goong Chul desperately struggles to protect his family.",4.819,8.8,8.0,,,KR,JTBC,"SLL, Studio & New"
116671,Miss Monte-Cristo,미스 몬테크리스토,,2021-02-15,https://image.tmdb.org/t/p/w500/k2MfaEjDiDnTdYQrCYMO4grgvif.jpg,https://image.tmdb.org/t/p/original/eLYl5eTzUpNighiGnegrwMzC5hc.jpg,,"Lee So-yeon, Choi Yeo-jin, Kyung Sung-hwan, Lee Sang-bo, Sunwoo Yong-nyeo, Lee Mi-young",Drama,1.0,100.0,35.0,"A suspenseful revenge drama about a woman whose life was destroyed by the friends she trusted most. After making up her mind to take revenge on those who betrayed her, she returns to reclaim the life that was stolen from her.",4.774,7.25,4.0,,,KR,KBS2,
92708,The Running Mates: Human Rights,달리는 조사관,"prosecutor, law firm, hardworking female lead",2019-09-18,https://image.tmdb.org/t/p/w500/ygq89vSzwx8sJIyG8IQC2DZACoB.jpg,https://image.tmdb.org/t/p/original/iFttA8iag6yreb2yx2tSPzh3O9S.jpg,,"Lee Yo-won, Choi Gwi-hwa, Jang Hyun-sung, Oh Mi-hee, Kim Joo-young, Lee Joo-woo, Shim Ji-ho, Jang Hyuk-jin, Kim Roi-ha",Drama,1.0,16.0,,The ‘Human RIghts Promotion’ team helps out people who are in need to protect and secure their human rights.,4.757,7.0,1.0,,,KR,OCN,"Studio Dragon, Daydream"
99493,Sweet Munchies,야식남녀,"love triangle, restaurant, food, chef, bisexual man, lying",2020-05-25,https://image.tmdb.org/t/p/w500/nPVxUVnGf6jTqoHik14YreBDPQj.jpg,https://image.tmdb.org/t/p/original/wehubsHzY9bSWm8XJtHLDJxKeJ.jpg,,"Jung Il-woo, Kang Ji-young, Lee Hak-joo, Kim Seung-su, Kim Soo-jin, Yang Dae-hyeok, Gong Min-jeung, Park Sung-joon, Choi Jae-hyun, Jang Hyun-sung",Drama,1.0,12.0,70.0,"To get his own TV show, a chef known for delectable late-night eats tells a major lie that complicates his relationships with those around him.",4.753,7.5,4.0,,,KR,JTBC,SLL
51866,The Goddess of Fire,불의 여신 정이,joseon dynasty,2013-07-01,https://image.tmdb.org/t/p/w500/uF13Kn9FgL9BUo8wiroQ3zqxicq.jpg,https://image.tmdb.org/t/p/original/by04ZccvtvYiha11miP1u7wl73h.jpg,,"Kim Bum, Moon Geun-young, Jin Ji-hee, Lee Sang-yoon, Noh Young-hak, Park Gun-tae, Seo Hyun-jin, Lee Kwang-soo, Park Gun-hyung, Lee Jong-won, Oh Seung-Yun, Choi Ji-na, Sung Ji-ru, Jang Gwang, Jun Kwang-ryul, Byun Hee-bong, Han Go-eun, Jeong Bo-seok, Song Ok-suk, Kim Ji-Min",Drama,1.0,32.0,70.0,"Goddess of Fire is a 2013 South Korean television series starring Moon Geun-young, Lee Sang-yoon, Kim Bum, Park Gun-hyung, Seo Hyun-jin, Jun Kwang-ryul, Jeong Bo-seok, Byun Hee-bong, Han Go-eun, and Lee Kwang-soo. It airs on MBC on Mondays and Tuesdays at 21:55 for 32 episodes beginning July 1, 2013.

The historical drama depicts the life and love of Yoo Jung, who is based on real-life 16th century historical figure Baek Pa-sun, renowned as the first female potter and porcelain artist in the Joseon Dynasty.

Baek's glazing skills were so prized, she was appointed as a china maker for the royal family. But her fame also attracted the attention of foreign invaders, and during the Japanese invasion in 1592, she was among the Korean artisans captured and forcibly taken to Japan and made to continue their craft there. Under Toyotomi Hideyoshi's orders to enrich Japanese arts and culture, Baek helped the advancement of many new types of pottery that would be claimed as Japanese works of art. She became well-respected in Japan, and there exists a shrine in the city of Arita dedicated to her.",4.744,7.5,1.0,,,KR,MBC,
58473,"I Love You, Don't Cry","사랑해, 울지마",,2008-11-17,https://image.tmdb.org/t/p/w500/x9VRoyLKhGVfOBdA80c4UR3Wuiv.jpg,https://image.tmdb.org/t/p/original/uxjJKWFNlADzKIep4A43pUuBIOZ.jpg,,"Lee Yu-ri, Lee Jung-jin, Lee Sang-yoon, Kim Chang-sook, Oh Seung-hyun",Drama,1.0,132.0,,"I Love You, Don't Cry is a family South Korean family drama series broadcast by MBC in 2008-2009 starring Lee Yoo-ri, Lee Jung-jin and Oh Seung-hyun. The daily drama aired on MBC on Mondays to Fridays at 20:15 from November 17, 2008 to May 22, 2009 for 132 episodes.",4.735,,,,,KR,MBC,
92453,The Great Show,위대한 쇼,"politician, father, caretaker, family",2019-08-26,https://image.tmdb.org/t/p/w500/qZ6UYV3eRohuh8RrgHyLzrHVdkL.jpg,https://image.tmdb.org/t/p/original/wjpQc5Dy3p6RNhLICRNJXKnG0SM.jpg,,"Song Seung-heon, Lee Sun-bin, Lim Ju-hwan, Roh Jeong-eui, Park Ha-na, Son Byung-ho, Kim Dong-young, Jung Jun-won, Yoo Sung Joo, Lee Won-jong, Yoo Jang-Young, Han Sang-hyuk",Drama,1.0,16.0,65.0,"Wie Dae-Han  is an ex-lawmaker and is a materialistic kind of politician. He wants to get elected as lawmaker again. One day, 18-year-old girl Da-Jung comes to him. She tells him that he is her real father. Her mother raised four children, including Da-Jung, alone, but she died in a hit-and-run accident. Da-Jung is the only one now taking care of her 3 younger siblings. Wie Dae-Han accepts Da-Jung and her 3 younger siblings. He carries out “The Great Show” to become a lawmaker again.",4.723,8.5,2.0,,,KR,tvN,"Lotte Entertainment, Studio Dragon, Studio Santa Claus Entertainment"
80843,Let Me Introduce Her,그녀로 말할 것 같으면,,2018-07-14,https://image.tmdb.org/t/p/w500/aaPXVGt3g5ULcx1HoIR1SwTzs3H.jpg,https://image.tmdb.org/t/p/original/aCdsYjzpz0MlXemotieWWQymF9L.jpg,Hong Chang-wook,"Nam Sang-mi, Lee Si-a, Kim Jae-won, Jo Hyun-jae, Lee Mi-sook, Han Da-gam, Yang Jin-sung, Lee Dae-yeon, Kim Roi-ha, Kim Jung-young, Jeong Jin-woon","Drama, Mystery",1.0,40.0,30.0,"In order to live, a woman named Eun Han risks her life by going through a dangerous surgical procedure for a new face. However, due to the after-effects of surgery, she loses her memory. She tries to find the missing pieces of her memory and while suffering from a different face and not knowing about herself, Kang Woo appears in front of her. Kang Woo has been hurt as his lover left him. He suffers as his relationship with his father gets worse. Like they were destined, Eun Han and Kang Woo reunites. He becomes determined to help Eun Han find her memory. As they work together, Kang Woo slowly opens up his closed heart to Eun Han. Meanwhile, Chan Ki, the morning news anchor, lives a perfect life. However, he seems to have a dark side which no one would have ever imagined. This mystery melodrama takes people to unexpected places with unexpected people.",5.709,5.7,3.0,,,KR,SBS,"DK E&M, SBS Plus, Shinyoung E&C Group"
