tmdb_id,name,original_name,keywords,airing_date,poster_img_url,background_img_url,directors,cast,genres,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,next_episode_to_air,next_episode_air_date,origin_country,networks,production_companies
88974,Angel's Last Mission: Love,"단, 하나의 사랑","love triangle, angel, supernatural, ballet dancer, romance, ballet, tearjerker, childhood friends, blindness, cohabitation",2019-05-22,https://image.tmdb.org/t/p/w500/ltoY1cMTdh5ovUe6JhEsuU5Twd3.jpg,https://image.tmdb.org/t/p/original/9HhDEVpRBIbFUI51YdEUu5vyPyl.jpg,,"Shin Hye-sun, L, Lee Dong-gun, Kim Bo-mi, Do Ji-won, Kim In-kwon, Woo Hee-jin, Lee Hwa-ryong, Kim Seung-wook, Lee Je-yeon, Gil Eun-Hye","Drama, Comedy",1.0,32.0,32.0,"As a punishment for meddling in human affairs, an angel faces the impossible task of finding a soulmate for a cold-hearted ballerina.",25.193,8.076,171.0,,,KR,KBS2,"Monster Union, Victory Contents"
90721,Rookie Historian Goo Hae-Ryung,신입사관 구해령,"romance, historical fiction, novelist, joseon dynasty",2019-07-17,https://image.tmdb.org/t/p/w500/ijHgv6ZbvW4ZUu2QbHwOSb3YPTK.jpg,https://image.tmdb.org/t/p/original/fTfH1d5ttRCwBlYiiOCDT6bKZw.jpg,,"Shin Se-kyung, Cha Eun-woo, Park Ki-woong, Lee Ji-hoon, Park Ji-hyun, Gong Jeong-hwan, Kim Min-sang, Choi Deok-moon, Jeon Ik-ryoung, Kim Yeo-jin, Kim Gwi-seon",Drama,1.0,40.0,35.0,The story takes place at the beginning of the 19th century. Goo Hae-Ryung is a historian who tries to fight gender stereotypes as her work is often looked down on. She meets Prince Yi Rim.,25.022,8.4,26.0,,,KR,MBC,Chorokbaem Media
113268,The Uncanny Counter,경이로운 소문,"supernatural, childhood trauma, based on comic, evil spirit, orphan, spirit, nice male lead, based on webcomic or webtoon, special power, school bullying",2020-11-28,https://image.tmdb.org/t/p/w500/tKU34QiJUfVipcuhAs5S3TdCpAF.jpg,https://image.tmdb.org/t/p/original/srejlIibnjDZsj3EEOab6CmO3pQ.jpg,,"Cho Byeong-kyu, Yu Jun-sang, Kim Se-jeong, Yeom Hye-ran, Ahn Suk-hwan, Moon Sook, Kim So-ra, Lee Hong-nae, Choi Yoon-young, Choi Gwang-il, Kim Eun-soo, Jung Won-chang","Drama, Mystery, Action & Adventure",2.0,16.0,70.0,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",24.872,8.716,67.0,,,KR,OCN,"Studio Dragon, Neo Entertainment"
99048,Start-Up,스타트업,"artificial intelligence, love triangle, technology, competition, unrequited love, business start-up, lying, nice female lead, hardworking female lead, hardworking male lead, app developer",2020-10-17,https://image.tmdb.org/t/p/w500/hxJQ3A2wtreuWDnVBbzzXI3YlOE.jpg,https://image.tmdb.org/t/p/original/8NK9un1DPUTgRzGtJHMvpdIB5Ay.jpg,,"Bae Suzy, Nam Joo-hyuk, Kim Seon-ho, Kang Han-na, Kim Hae-sook, Kim Do-wan, Kim Won-hae, Song Sun-mi, Yoo Su-bin, Seo Yi-sook, Kim Hee-jung, Kim Ju-hun, Stephanie Lee, Cho Tae-kwan, Uhm Hyo-seop, Yeo Jin-goo, Shin Dong Hoon","Drama, Comedy",1.0,16.0,72.0,Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,24.6,8.398,235.0,,,KR,tvN,"Studio Dragon, HiSTORY"
54477,I Hear Your Voice,너의 목소리가 들려,lawyer,2013-06-05,https://image.tmdb.org/t/p/w500/c8gsABR6wrT4ms1JlZn27JWLDU4.jpg,https://image.tmdb.org/t/p/original/pyyMYy8EUK1Nqv8BWgXZngcGvK6.jpg,,"Lee Bo-young, Lee Jong-suk, Yoon Sang-hyun, Lee Da-hee, Jung Woong-in, Kim Hae-sook, Kim Kwang-kyu, Jung Dong-hwan, Kim Ga-eun, Kim So-hyun, Goo Seung-hyun","Comedy, Drama, Mystery, Sci-Fi & Fantasy",1.0,18.0,65.0,"An action-packed drama of the events that occur when materialistic government tax lawyer Jung Hye-sung meets Park Suha, who has the ability to read people's thoughts.",24.541,8.577,39.0,,,KR,SBS,Kim Jong-hak Production
64770,Potato Star 2013QR3,감자별 2013QR3,"family, rich man poor woman, sitcom, neighbors",2013-09-23,https://image.tmdb.org/t/p/w500/8HLs1vyor0iHcKKHosrtxWfG8LL.jpg,,,"Noh Joo-hyun, Mina Fujii, Jung Hye-sung, Seo Yea-ji, Kang Nam-Gil, Ha Yeon-soo, Julien Kang, Yeo Jin-goo, Choi Song-hyun, Lee Soon-jae, Geum Bo-ra, Kim Kwang-kyu, Chang Ki-ha","Comedy, Drama, Family, Romance, Sci-Fi & Fantasy",1.0,120.0,35.0,"A mysterious asteroid crash-lands on Earth in 2013 and causes all sorts of weird things to start happening, specifically to the Noh family and their neighbors.",24.404,10.0,1.0,,,KR,tvN,"Chorokbaem Media, Studio Dragon"
37722,Dream High,드림하이,"high school, friendship, dream, love triangle, music teacher, bullying, romance, teacher, singer, school, singing, teen drama, strong, performing arts, music industry, cohabitation, friends to lovers, music, character development, youth, school bullying, teenager, multiple main characters",2011-01-03,https://image.tmdb.org/t/p/w500/vqlPVNTnYNoXTqyIaW2oN1qV2lZ.jpg,https://image.tmdb.org/t/p/original/uhfbqfzLlC5dhoTjU7QUKjz9UqE.jpg,"Bae Yong-Jun, Park Jin-young, Kim Seong-yoon, Lee Eung-bok","Park Jin-young, Kang So-ra, Jeong Jin-woon, Park Ji-yeon, Hyolyn, Park Seo-jun, Yoo So-young, Ailee, Jinyoung, Jeong Yeon-joo, Kim Jung-tae",Drama,2.0,32.0,67.0,Six dedicated students at Kirin Art High School work to achieve their dreams of becoming stars in the Korean music industry.,24.361,7.463,40.0,,,KR,KBS2,"CJ Entertainment, KEYEAST, JYP Entertainment"
203954,Fall For You,네가 빠진 세계,,2022-10-20,https://image.tmdb.org/t/p/w500/77ggppfQexsYryAlz9pnjLFuZHu.jpg,https://image.tmdb.org/t/p/original/iL3rgyDXuJw8NkyGtOrLDHXAiLs.jpg,,"Nana, Yoon Hyun-suk, Kim Jae-won, Geum Dong-hyun, Ha Sun Ho",Drama,1.0,20.0,,Pop star Yoo Je-bi struggles with negative fan comments until she unexpectedly enters the world of a romance novel and starts a new life.,24.132,,,5.0,2022-11-03,KR,EBS 1,
79070,Partners for Justice,검법남녀,"investigation, murder, serial killer, death, prosecutor, forensic, suspense",2018-05-14,https://image.tmdb.org/t/p/w500/4Hw5XEA24G2Ysafq87QoZbNOW4z.jpg,https://image.tmdb.org/t/p/original/d7LsIZcoyr8C7llUaB45QCxHPXx.jpg,Son Hyung-Suk,"Jung Jae-young, Jeong Yu-Mi, Oh Man-seok, No Min-woo, Kang Seung-hyun, Ahn Suk-hwan, Park Jun-gyu, Park Hee-jin, Go Gyu-pil, Kim Young-woong, Ju Jin-mo, Song Young-gyu, Noh Susanna","Drama, Mystery, Crime",2.0,64.0,30.0,"Baek Beom has worked as a forensic doctor for 10 years. He has a bad personality, but he is excellent with his work. Baek Beom does not open his mind to other people. Eun Sol is a rookie prosecutor with a warm heart. She has a bright personality and she comes from wealth family background. The forensic doctor and prosecutor work together to solve cases.",24.095,8.1,10.0,,,KR,MBC,HB Entertainment
74074,Because This Is My First Life,이번 생은 처음이라,"romance, marriage of convenience, housemates, cohabitation, multiple couples, eccentric male lead",2017-10-09,https://image.tmdb.org/t/p/w500/aVVmGHCDf32LhFQBXmTXl2APAPw.jpg,https://image.tmdb.org/t/p/original/xs5zIa1BkgZcrngGVC5tBL4OeSy.jpg,Park Joon-hwa,"Lee Min-ki, Jung So-min, Park Byung-eun, Esom, Kim Min-seok, Kim Ga-eun, Jeon Hye-won, Kim Eung-soo, Moon Hee-kyung, Kim Byeong-ok, Kim Sun-young, Ro Jong-hyun, Yoon Bo-mi, Hwang Suk-jung, Kim Min-gue","Comedy, Drama",1.0,16.0,60.0,"Nam Se-Hee is a single man in his early 30s. He has chosen to not marry. He owns his home, but he owes a lot on his mortgage. Yoon Ji-Ho is a single woman in her early 30s. She does not own a home and envies those that do. She has given up on dating due to her financial struggles. Yoon Ji-Ho begins to live at Nam Se-Hee’s house. They become housemates.",23.905,8.431,72.0,,,KR,tvN,"Studio Dragon, MI"
14097,Like Land and Sky,하늘만큼 땅만큼,,2007-01-15,https://image.tmdb.org/t/p/w500/uAqpfrNJdKISSXwN4T5dyDIVrcx.jpg,,,,Drama,1.0,165.0,60.0,"Like Land And Sky is a 2007 South Korean television series starring Park Hae-jin, Han Hyo-joo, Lee Joo-hyun, Kang Jung-hwa, and Hong Soo-ah. It aired on KBS1 from January 15 to August 31, 2007 on Mondays to Fridays at 20:25 for 165 episodes.

The daily drama was a hit, maintaining an average viewership rating of 30% throughout its nine-month run. Its peak viewership rating of 36.1% made it the third highest-rated Korean drama of 2007.",23.726,,,,,KR,KBS1,
3729,High Kick!,거침없이 하이킥,,2006-11-06,https://image.tmdb.org/t/p/w500/2p9ZBFn6TJGN2bci4DymhngEaeS.jpg,https://image.tmdb.org/t/p/original/buLTIMHGzUOIgskUzqg7WML4vcV.jpg,,"Park Hae-mi, Jeong Jun-ha, Kim Hye-seong, Jung Il-woo, Lee Soon-jae, Choi Min Young, Park Min-young, Kim Bum, Shin Ji, Suh Min-jung, Na Moon-hee, Hwang Chan-sung","Drama, Comedy",1.0,170.0,30.0,"High Kick! was a popular South Korean situation comedy revolving around the life of the Lee family, taking place in Seoul at the same time as the broadcast. The title of the show ""High Kick!"" has several implications, one of which is the oft-depicted high kicks of Yoon-ho, one of the main characters. The show aired in South Korea from Monday to Friday in sitcom format. Due to its popularity, the show filmed more episodes than were initially planned. Many of the characters starred in commercials and advertisements in Korea. The show's popularity also led to High Kick Through the Roof, which aired in 2009-2010, and High Kick 3: The Counterattack of the Short Leg, which aired in 2011-2012.",23.574,8.7,3.0,,,KR,MBC,Chorokbaem Media
96571,Move to Heaven,무브 투 헤븐: 나는 유품정리사입니다,"based on novel or book, autism, family, death",2021-05-14,https://image.tmdb.org/t/p/w500/n277gYwCQOBcTnACEwiyU7Xg1m2.jpg,https://image.tmdb.org/t/p/original/cGo6zneYqHppIxotsADM98bw5IZ.jpg,,"Lee Je-hoon, Tang Jun-sang, Hong Seung-hee, Ji Jin-hee, Jeong Seok-yong, Jung Young-ju, Lee Moon-sik, Im Won-hee",Drama,1.0,10.0,52.0,"Finding life in all that's left behind, a trauma cleaner with Asperger's and his ex-con uncle deliver the untold stories of the departed to loved ones.",23.511,7.9,190.0,,,KR,Netflix,"Page One Film, Number 3 Pictures"
85220,Romance Is a Bonus Book,로맨스는 별책부록,"soulmates, library, romance, book editor, older woman younger man relationship, friends in love, publishing house, cohabitation, slow burn romance, friends to lovers, secret crush, sismance",2019-01-26,https://image.tmdb.org/t/p/w500/3cbvygVSgmxN2r4f3nKE7uAv4Vg.jpg,https://image.tmdb.org/t/p/original/34Gl5oc5Z42DxlIomvXKHMFupYZ.jpg,,"Lee Jong-suk, Lee Na-young, Jung Eu-gene, Wi Ha-jun, Kim Tae-woo, Kim Yu-mi, Kim Sun-young, Jo Han-chul, Kang Ki-doong, Park Gyu-young, Oh Eui-sik, Choi Eun-kyeong","Comedy, Drama",1.0,16.0,65.0,A gifted writer who's the youngest editor-in-chief ever at his publishing company gets enmeshed in the life of a former copywriter desperate for a job.,23.271,7.965,43.0,,,KR,tvN,"Studio Dragon, Story & Pictures Media"
80741,Familiar Wife,아는 와이프,"marriage, time travel, workplace, romance, divorce, family, second chance, unhappy couple, mother daughter relationship, brother sister relationship, office worker",2018-08-01,https://image.tmdb.org/t/p/w500/CsVRNfNVmWeyHp6z4gBh3OGwFY.jpg,https://image.tmdb.org/t/p/original/aGdNgRYQF4EZ2GDSIagkvTkGSKu.jpg,Lee Sang-yeob,"Ji Sung, Han Ji-min, Kang Han-na, Son Jong-hak, Park Won-sang, Jang Seung-jo, Cha Hak-yeon, Park Jae Young, Lee You-jin, Oh Eui-sik, Lee Jung-eun, Kim Soo-jin, Gong Min-jeung, Kim So-ra","Drama, Sci-Fi & Fantasy",1.0,16.0,,"After receiving a bizarre chance to go back in time, a man wakes up to find that his whole life — including the person he married — is different.",23.258,8.171,73.0,,,KR,tvN,"Chorokbaem Media, Studio Dragon"
209275,May I Help You,일당백집사,,2022-10-19,https://image.tmdb.org/t/p/w500/4WRmW8ATNfKbacwh9eeL8i4SpSl.jpg,https://image.tmdb.org/t/p/original/gxrxipSZFWvTi2EwJ3ykeJ0iLJz.jpg,,"Lee Hye-ri, Lee Jun-young, Song Duk-ho, Han Dong-hee, Tae In-ho, Lee Kyu-han, Oh Dae-hwan, Seo Hye-won",Drama,1.0,16.0,70.0,"Butler Kim (Lee Jun-young), a man who replaces errands that start at 100 won per day, and Baek Dong-ju (Lee Hye-ri), a funeral director who grants the wishes of the dead, running an errand company.",23.157,9.667,3.0,5.0,2022-11-09,KR,MBC,iWill Media
96160,My Holo Love,나 홀로 그대,"artificial intelligence, hologram, romance, love, information technology, social",2020-02-07,https://image.tmdb.org/t/p/w500/nLbKNyUKq6WMMoPuL712m43MVhc.jpg,https://image.tmdb.org/t/p/original/u9BncsRESGAHicN67G7z6FlAQ3K.jpg,Lee Sang-yeop,"Yoon Hyun-min, Ko Sung-hee, Choi Yeo-jin, Hwang Chan-sung, Kim Soo-jin, Lee Jung-eun, Kang Seung-hyun, Son Jong-hak, Jung Young-ki, Jeong Yeon-joo, Nam Myung-ryeol, Jeong Do-won, Lee You-mi, Yang Dae-hyeok, Gong Min-jeung, Park Geon-gyu","Drama, Drama, Sci-Fi & Fantasy",1.0,12.0,57.0,Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.,23.135,8.569,746.0,,,KR,Netflix,Studio Dragon
99047,Record of Youth,청춘기록,"fashion, makeup artist, modeling, actors",2020-09-07,https://image.tmdb.org/t/p/w500/54yTLS5d4OPOuunzOvHlmP82eIT.jpg,https://image.tmdb.org/t/p/original/18ypvPahjmmue1iR4N4YgTBrO8N.jpg,Ahn Gil-ho,"Park Bo-gum, Park So-dam, Byeon Woo-seok, Lee Chang-hoon, Kwon Soo-hyun, Ha Hee-ra, Shin Ae-ra, Han Jin-hee, Park Su-young, Seo Sang-won, Lee Jae-won, Shin Dong-mi, Park Se-hyun, Im Gi-hong, Park Kang-sup",Drama,1.0,16.0,70.0,"In a cutthroat world where the life you’re born into decides your success, three aspiring youths are determined to change that perception as they fight for their dreams.",23.061,8.386,166.0,,,KR,tvN,"Pan Entertainment, Studio Dragon"
5381,My Lovely Sam-Soon,내 이름은 김삼순,"baking, baker, pastry",2005-06-01,https://image.tmdb.org/t/p/w500/hqam3HaYUdZH1uXB9BqwJ7UBeij.jpg,https://image.tmdb.org/t/p/original/2XeJ6RClo1jeisGqZkWtVVKTXYJ.jpg,,"Kim Sun-a, Hyun Bin, Daniel Henney, Kim Ja-ok, Lee Ah-hyeon, Na Moon-hee, Lee Kyu-han, Lee Yoon-mi, Yeo Un-gye, Kwon Hae-hyo, Ahn Mi-na, Seo Ji-Hee, Yoon Ye-hee, Maeng Bong-Hak, Kim Nam-gil, Kim Gi-bang, Jeon Il-beom","Comedy, Drama",1.0,16.0,60.0,"Kim Sam Soon is a baker who has a talent in making pastries and cakes. On Christmas Eve, she caught her boyfriend, Min Hyun Woo, cheating on her and breaks up. On that same night, she accidentally went into the men's restroom and met Hyun Jin Hun. By sheer coincidence, Jin Hun needs a baker for his restaurant Bon Appetit and Sam Soon is unemployed. Sam Soon is hired as the restaurant's chief baker and the two fight like cat and dog.",23.028,8.588,165.0,,,KR,MBC,
39346,City Hunter,시티헌터,"corruption, politics, secret identity, crime fighter, revenge, thriller, vigilante, car accident, based on manga, hidden identity",2011-05-25,https://image.tmdb.org/t/p/w500/dbvXhmKr18oHdY7kwkeRXAbfDvD.jpg,https://image.tmdb.org/t/p/original/925nWZr9rSdBZbhbhxb1dSoF3Vi.jpg,,"Lee Min-ho , Park Min-young, Lee Jun-hyuk, Kim Sang-joong, Cheon Ho-jin, Yang Jin-sung, Shin Young-jin, Kim Sang-ho, Choi Sung-ho, Goo Ha-ra, Lee Kwang-soo, Hwang Sun-hee, Choi Il-hwa, Choi Jung-woo, Kim Mi-sook","Action & Adventure, Drama, Crime",1.0,20.0,65.0,"The story takes place in Seoul, 2011. Lee Yoon-sung is a talented MIT-graduate who's working on the international communications team at the Blue House. He encounters dangerous situations while solving a variety of cases, both big and small, for people who need his help, and eventually becomes a ""city hunter.""",22.827,7.792,61.0,,,KR,SBS,SSD
64320,Oh My Venus,오 마이 비너스,"romance, lawyer, weight loss, personal trainer",2015-11-16,https://image.tmdb.org/t/p/w500/b5OmYuMV2np2Zh0Z5sYiCiymVGX.jpg,https://image.tmdb.org/t/p/original/sk0bNoOOS1mR2qEalDpb8qmpVLt.jpg,,"So Ji-sub, Shin Min-a, Jung Gyu-woon, Yoo In-young, Cho Eun-ji, Sung Hoon, Henry Lau, Jin Kyung, Ban Hyo-jung, Choi Il-hwa, Kwon Ki-sun, Jung Hye-sung, Kim Jung-tae","Comedy, Drama",1.0,16.0,60.0,"Kim Young Ho is a personal trainer for Hollywood stars. Even though he comes from a wealthy family background, he suffered a devastating injury during his childhood days. Now, he overcomes his problems with patience and stubbornness. Meanwhile, Kang Joo Eun is 33-years-old lawyer. She has struggled to support her family. Now, she is overweight and challenge her-selves for a diet.",22.665,8.282,238.0,,,KR,KBS2,
67084,Cinderella and Four Knights,신데렐라와 네명의 기사,"love triangle, romance",2016-08-12,https://image.tmdb.org/t/p/w500/jgE63Z609gr10IoFu4pe4OdliBr.jpg,https://image.tmdb.org/t/p/original/HZLzCeiyos5erasKMZNspEfrY4.jpg,,"Jung Il-woo, Park So-dam, Ahn Jae-hyun, Lee Jung-shin, Kim Hye-ri, Choi Eun-kyeong, Son Na-eun, Choi Min-I, Kim Yong-geon, Go Bo-gyeol","Comedy, Drama, Family",1.0,16.0,60.0,"Eun Ha-Won is a college student. She is a bright girl who wants to be a veterinarian, but at home she is lonely. She is isolated from her family members. Eun Ha-Won lives with father, step-mother and step-sister after her mother died in a car accident. One day, she helps a mysterious old man. The old man suggests to her to live in a mansion and pursue her dream of becoming a veterinarian. Since than, she moves into the mansion and lives with three cousins Kang Ji-Woon, Kang Hyun-Min, Kang Seo-Woo and their bodyguard Lee Yoon-Sung.",22.569,7.26,50.0,,,KR,tvN,HB Entertainment
62411,Let's Eat,식샤를 합시다,"insurance salesman, food, divorced woman, blogger, freelance writer, public works, single man",2013-11-28,https://image.tmdb.org/t/p/w500/9gPf7cNi3Iwg08JKSXoV6Y2liOW.jpg,https://image.tmdb.org/t/p/original/syoPZLPj42pjmg3Wz2pq7pU7PlE.jpg,,"Yoon Doo-joon, Baek Jin-hee, An Woo-yeon, Lee Joo-woo, Kim Dong-young, Lee Ji-hyeon, Park Han-sol","Comedy, Crime, Drama",3.0,57.0,60.0,"What do a group of foodies and a murder have in common? Lee Soo Kyung is a 33-year-old divorcee who is a composed, confident woman who is happy to be living alone after marrying way too early in life. But the only thing that can make her lose her cool composure is great food. Living next door is another foodie, Goo Dae Young, a single man who loves surrounding himself with gourmet food but hates being asked if he is dining alone at great restaurants. When a strange murder occurs in their neighborhood, how will their lives be intertwined?",22.408,8.4,13.0,,,KR,tvN,Celltrion Entertainment
70813,Fight For My Way,쌈 마이웨이,"workplace, romance, mixed martial arts, busan, south korea",2017-05-22,https://image.tmdb.org/t/p/w500/55w33JzFKBkz1evjBjqeF0enDd1.jpg,https://image.tmdb.org/t/p/original/nJP1eiOjjeDdjpRReZVCsCois59.jpg,,"Park Seo-jun, Kim Ji-won, Ahn Jae-hong, Song Ha-yoon, Kim Sung-oh, Pyo Ye-jin, Lee Elijah, Chae Dong-hyun, Kim Gun-woo, Jin Hee-kyung, Kim Ye-ryeong, Kim Hee-chang, Kang Ki-doong, Lee Han-seo","Comedy, Drama",1.0,16.0,65.0,"“Fight For My Way” is about the youth who is not qualified for what the heartless society demands. Without backgrounds such as high education and certificates, the world tells them to focus on playing supporting roles in life. However, they all have their advantages and deserve to be the main character in their own lives.",22.351,7.836,67.0,,,KR,KBS2,Pan Entertainment
99490,Once Again,한번 다녀왔습니다,"romance, divorce, family, family problems",2020-03-28,https://image.tmdb.org/t/p/w500/oV3yxKG56IMQvdXzYn2GodT79rb.jpg,https://image.tmdb.org/t/p/original/trOVoa8uRgD3HkZFtbldFQ0B6Xk.jpg,,"Lee Min-jung, Lee Sang-yeob, Cheon Ho-jin, Cha Hwa-yeon, Lee Cho-hee, Oh Yoon-ah, Oh Dae-hwan, Lee Jung-eun, Baek Ji-won, Ahn Kil-kang, Lee Sang Yi, Kim Bo-yeon, Im Jung-eun, Moon Woo-jin, Oh Eui-sik, Kim Ga-young, Shin Mi-young, Ki Do-hun, Kim So-ra, Kang Chan-hee, Ji Il-joo, Lee Sung-kyung, Lee Pil-mo, Kim Ju-Young",Drama,1.0,100.0,35.0,"A turbulent divorce story of the Song family that ends in the discovery of romance and familial love. The Song family includes a frugal father, a cute but materialistic mother, and four adult children with their own quirks and family troubles.",22.473,8.167,9.0,,,KR,KBS2,"Bon Factory, Studio Dragon"
97219,"Hi Bye, Mama!","하이바이, 마마!","afterlife, surgeon, reincarnation, second life, shaman, car accident, family, second chance, exorcist, ghost, mother daughter reunion, mother daughter relationship",2020-02-22,https://image.tmdb.org/t/p/w500/mc5nLj2EM480d6tlxKsj2GRfsDC.jpg,https://image.tmdb.org/t/p/original/oNn65nwVPP8bkRYVv9TmaxdmWgY.jpg,,"Kim Tae-hee, Lee Kyoo-hyung, Shin Dong-mi, Lee Si-woo, Kim Mi-kyeong, Ahn Nae-sang, Ban Hyo-jung, Bae Hae-sun, Kim Dae-gon, Park Su-young, Han In-soo, Kim Mi-su, Kang Yeon-jung, Go Bo-gyeol, Yoon Sa-Bong","Sci-Fi & Fantasy, Comedy, Drama",1.0,16.0,70.0,"When the ghost of a woman gains a second chance at life for 49 days, she reappears in front of her remarried husband and young daughter.",22.015,8.2,386.0,,,KR,"Netflix, tvN","Studio Dragon, MI"
200945,May It Please the Court,변론을 시작하겠습니다,"court, judge, prosecutor, law firm, public defender, attorney",2022-09-21,https://image.tmdb.org/t/p/w500/BMYwBM6beMCoqbh8w9TsN6jlAb.jpg,https://image.tmdb.org/t/p/original/2EpRcIUjfzwOxcQJH5kIPhKFL85.jpg,,"Lee Kyoo-hyung, Jung Jin-young, Kim Hye-eun, Kim Sang-ho, Park So-jin, Go Gyu-pil, Hong Seo-joon, Lee Sang-hee",Drama,1.0,12.0,64.0,"Noh Chak-hee, the ace lawyer of the big law firm, Jangsan, becomes a public defender overnight and must defend the criminal who killed her loved one.",21.858,7.5,6.0,,,KR,Disney+,"Arc Media, Slingshot Studios"
21771,The Great Queen Seondeok,선덕여왕,"empire, kingdom, queen, silla",2009-05-25,https://image.tmdb.org/t/p/w500/ej1R5bxJ59kzzf7gYlqlEmclrUi.jpg,https://image.tmdb.org/t/p/original/nGk7HMAU6rMZ6pe6g1NFxElWuuL.jpg,,"Lee Yo-won, Nam Ji-hyun, Kim Nam-gil, Ko Hyun-jung, Uhm Tae-woong, Lee Hyun-woo, Park Ye-jin, Shin Se-kyung, Yoo Seung-ho, Qri, Park Eun-bin, Jeon No-min, Kwak Jung-wook, Choi Won-young, Kim Jeong-hyeon, Park Jung-chul, Uhm Hyo-seop, Noh Young-hak, Park Soo-jin, Park Jae-jung, Lee Seung-hyo, Seo Beom-Sik, Song Ok-suk, In Gyo-jin, Kim Dong-hee, Ryu Dam, Jung Ho-bin, Oh Si-eun, Oh Young-soo","Drama, History",1.0,62.0,64.0,"The life story of Queen Seondeok, the first queen of the Korean people during the Silla Dynasty.",21.833,8.239,23.0,,,KR,MBC,
65420,The Promise,천상의 약속,"marriage, revenge, betrayal, twins, miscarriage, telenovela, makjang, unexpected pregnancy, soap opera, secret",2016-02-01,https://image.tmdb.org/t/p/w500/uiTOM87Jsv9FS4W3UafkusuO5xd.jpg,,,"Lee Yu-ri, Song Jong-ho, Park Ha-na, Seo Jun-yeong, Lee Jong-won, Hye-ri Kim, Yoon Joo-sang, Kang Bong-sung","Crime, Drama, Family, Mystery, Soap",1.0,102.0,35.0,"Na-Yeon is a bright woman. She supports her boyfriend Tae-Joon, who is from a poor background, and has even given up entering a university. But Tae-Joon dumps her for his success and goes with Se-Jin, who is a granddaughter of Baekdoo Company president. Do-Hee is Na-Yeon’s twin sister. She is arrogant and tough. Do-Hee works as a reporter at a weekly magazine. After Na-Yeon’s death, Do-Hee decides to take revenge. She takes on the identity of her sister Na-Yeon. Do-Hee then meets Hwi-Kyung, who is successor of Baekdoo Company.",21.828,3.9,13.0,,,KR,KBS2,Neo Entertainment
62511,Who Are You: School 2015,후아유 - 학교 2015,"high school, amnesia, school",2015-04-27,https://image.tmdb.org/t/p/w500/snrF3YkSzsmUacDUtURKzZYZOfh.jpg,https://image.tmdb.org/t/p/original/7Odgc3PdvRwIx7gvbePRk0vYvfF.jpg,Kim Seong-yoon,"Kim So-hyun, Nam Joo-hyuk, Yook Sung-jae, Lee Cho-hee, Jeon No-min, Lee Da-wit, Kim Hee-jung, Lee Pil-mo, Shin Jung-geun, Yang Hee-kyung, Jeon Mi-seon, Jeong In-gi, Kim Min-seok, Kim Jung-nan, Lee Hwa-Kyum, Kim Bo-ra, Lee Si-won, Kang Ji-woo, Cho Soo-hyang, Park Hwan-Hee, Kim Ye-joon, Choi Hyo-eun","Drama, Mystery",1.0,16.0,60.0,"After losing her memory in an accident, a bullied high school orphan finds herself in the place of an identical-looking girl who's gone missing.",21.591,7.844,32.0,,,KR,KBS2,SM Life Design Group
85404,Touch Your Heart,진심이 닿다,"based on novel or book, assistant, romance, lawyer, law firm",2019-02-06,https://image.tmdb.org/t/p/w500/kVFflfTOFqFBh34jcVRI1QCWSre.jpg,https://image.tmdb.org/t/p/original/5F6yMBLw54OL11UfQFwzo00vNUz.jpg,Park Joon-hwa,"Lee Dong-wook, Yoo In-na, Lee Sang-wu, Son Sung-yoon, Oh Jung-se, Shim Hyung-tak, Jang So-yeon, Park Ji-hwan, Lee Jun-hyeok, Kim Hee-jung, Park Kyung-hye","Comedy, Drama",1.0,16.0,60.0,"Hoping to make a comeback after a bad scandal, an actress agrees to research a new role by taking a job as a secretary for a prickly attorney.",21.423,8.4,294.0,,,KR,tvN,"Studio Dragon, Mega Monster, Content Zium"
