tmdb_id,name,original_name,keywords,airing_date,poster_img_url,background_img_url,directors_ids,cast_ids,genres_ids,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,next_episode_to_air,next_episode_air_date,origin_country,networks_ids,production_companies_ids
78869,Clean with Passion for Now,일단 뜨겁게 청소하라,"cleaning service, based on webcomic or webtoon",2018-11-26,https://image.tmdb.org/t/p/w500/6ig2QeFmZuiHi07wpD4OULQiUmx.jpg,https://image.tmdb.org/t/p/original/xVEy0lyncaXMyYooGXcspVvHW3p.jpg,,"140335, 1473879, 1349146, 87897, 1239677, 1278160, 1386418, 2125943, 2341408, 1878885, 2330965","35, 18",1.0,16.0,65.0,"Gil Oh-so, an employee at a cleaning company, meets Jang Seon-gyul, the boss of the company. The two are diametric opposite when it comes to cleanliness. With the help of Oh-sol, Seon-gyul faces his mysophobia and falls in love with her.",19.257,7.81,21.0,,,KR,885,"86981, 147395, 172185"
78295,The Rich Son,부잣집 아들,"arranged marriage, death of father, chef, hatred, childhood friends, riches to rags, father daughter relationship, multiple couples",2018-03-25,https://image.tmdb.org/t/p/w500/bCLdxexEuASy5mKjTRRi0MeKERh.jpg,https://image.tmdb.org/t/p/original/riYsrkmzYy7Ki3hXpnVczz1mypo.jpg,,"1257600, 1719942, 1251516, 1235477, 572172, 16283, 1565088, 1299344, 1294914, 1235476, 1238647, 141153, 2207537","10751, 18",1.0,100.0,35.0,"Lee Gwang Jae is the son of a rich family who is reckless and immature. His father dies and leaves behind large debts. Gwang Jae promises to pay off his debt for his father's honor, but it's not as easy as he thinks. Kim Young Ha supports Gwang Jae with her positive personality and love, giving encouragement to him whenever he needs it.",19.208,9.0,3.0,,,KR,97,
31417,You're Beautiful,미남이시네요,"friendship, love triangle, male friendship, celebrity, romance, unrequited love, cross dressing, bromance, singing, disguise, identity swap, k-pop, music industry, reverse harem",2009-10-07,https://image.tmdb.org/t/p/w500/jUxyNd6xvfdMG9XiZBnOJe9IeNk.jpg,https://image.tmdb.org/t/p/original/jUV0EWwGh8wEJcndHesrXwzeTYW.jpg,,"1240218, 1156197, 1251234, 1251235, 1251124, 1251233, 930417, 1496577, 115904","35, 18",1.0,16.0,67.0,"Posing as her twin brother in a boy band, a young woman wins the heart of her bandmates and fans, all the while searching for her long-lost mother.",19.154,7.521,47.0,,,KR,156,"36225, 127712"
133772,The Empire Of Law,디 엠파이어: 법의 제국,,2022-09-24,https://image.tmdb.org/t/p/w500/mRwu828p4DM0gvAduyP9Gh6NsLy.jpg,https://image.tmdb.org/t/p/original/rjBwABN6PTN11ah4pl4mua7fp9W.jpg,,"83221, 1243254, 16288, 88298, 96632, 1254981, 1108037, 2727440, 3328980, 2791231",18,1.0,16.0,60.0,Depicts the vulgar scandals of Korea’s nobles of the robe (whose rank came from holding judicial or administrative posts) who dream of hereditary succession. Han Hye Ryul is the chief of the special division of the Seoul Central District Prosecutors’ Office. Han Hye Ryul is from a family of judicial workers who has had wealth and power for three generations. She is an ambitious figure who is not satisfied with her current position and aims to become a prosecutor general or someone higher up the ladder.,19.032,7.5,4.0,13.0,2022-11-05,KR,885,"86981, 113206"
86094,Haechi,해치,joseon dynasty,2019-02-11,https://image.tmdb.org/t/p/w500/1LvhwPDL4atqt3SuLDi1kfDtjdG.jpg,https://image.tmdb.org/t/p/original/aW1MSx1PD8KKB5X2t4yDvehBlCM.jpg,,"1234600, 1564168, 1091050, 2166026, 231476, 2039484, 1421415, 1140792, 2078535",18,1.0,48.0,,"Set during the Joseon Dynasty period, the series follows three people from different walks of life who came together to help Prince Lee Geum claim the throne and reform the Saheonbu.",18.921,7.7,6.0,,,KR,156,56797
75065,Love Returns,미워도 사랑해,,2017-11-13,https://image.tmdb.org/t/p/w500/aPdskvyCqW0BdeO4X7iXoyq7BgF.jpg,https://image.tmdb.org/t/p/original/7AidzktFowwOgkm575kQRthwsz4.jpg,,"2036027, 1402693, 1818072, 1257630, 2090574, 989991, 553705, 994248","10751, 18",1.0,120.0,35.0,"The drama follows the life a woman who ends up losing everything after living a turbulent life. When she starts anew from the bottom, ironically, her life blossoms. The value that holds us together is not blood nor law, but rather love and affection between us.",18.458,8.0,1.0,,,KR,829,
135840,Our Blues,우리들의 블루스,"depression, beach, anthology, divorced woman, jeju island, melodrama, teenager",2022-04-09,https://image.tmdb.org/t/p/w500/sT5Mlt5UmKiGfBisccwmD4LnPRD.jpg,https://image.tmdb.org/t/p/original/v7tP30lhgEs3QwJhkrTRW6eHwXV.jpg,,"25002, 116175, 1248450, 1572354, 1010877, 1257671, 121149, 126478, 936000, 1078674, 2663920, 2377695, 3218480, 2126363, 1254426, 224673",18,1.0,20.0,66.0,Romance is sweet and bitter — and life riddled with ups and downs — in multiple stories about people who live and work on bustling Jeju island.,18.418,8.7,32.0,,,KR,866,"86418, 116612"
83893,KBS Drama Special,KBS 드라마 스페셜,,2010-05-15,https://image.tmdb.org/t/p/w500/9nRwFvAs5toFtkLEzffqu39Fw7m.jpg,https://image.tmdb.org/t/p/original/gmNtsz7MJ3IQoCFt8ymGNDfipfm.jpg,,,18,12.0,195.0,70.0,"Forget the existing one-act dramas! Short but impactive! KBS Drama Special presents high quality single episode dramas. Dramas are the broadcast content with the widest public appeal. KBS Drama Special will produce short dramas of far-reaching impact involving at times a serious social message, unique emotions or perspectives. It will stay abreast of modern viewership.",18.333,6.0,1.0,,,KR,342,
66240,The Flower in Prison,옥중화,"prison, historical",2016-04-30,https://image.tmdb.org/t/p/w500/exEyu7QoXweu45giEzIk6IqNfz8.jpg,https://image.tmdb.org/t/p/original/cjosvDAWuNvMmJ9bmgmy0DFspoe.jpg,,"227430, 85173, 92678, 84854, 235732, 1350087, 1335793, 1496147, 77057, 1605872, 1674546, 1674549, 1248595, 1257587, 1570789, 1349163",18,1.0,51.0,60.0,"Jeonokseo, the most horrifying prison in Joseon, is where Ok Nyeo was born. This genius girl learns the art of living from the most eccentric people of the time. Despite the difficulties, Ok Nyeo grows up to introduce a human rights institution of Joseon to protect the weak.",18.306,5.9,12.0,,,KR,97,56797
71871,The Best Hit,최고의 한방,"love triangle, time travel, romance, love-hate relationship, flashback, hidden identity, father son relationship, entertainment industry, fluffy",2017-06-02,https://image.tmdb.org/t/p/w500/5KzbxhGvSt5A3Kc9aD6fUdRh3It.jpg,https://image.tmdb.org/t/p/original/eaibOV0VXlHR5zHruThezTTwksI.jpg,,"1134687, 1493885, 1257142, 63442, 1229530, 1256360, 1254450, 1604826, 1232904, 1881078, 63440",18,1.0,32.0,35.0,"Yoo Hyun-Jae is a member of a popular idol group. He has a lot of fans and he is a scandal maker. Meanwhile, Lee Ji-Hoon is an aspiring singer. He pretends to be studying for his civil servant exam, but he is actually struggling to become an idol.",18.117,8.0,19.0,,,KR,342,"70599, 116360"
204653,Three Bold Siblings,삼남매가 용감하게,"doctor, first love, famous actor",2022-09-24,https://image.tmdb.org/t/p/w500/pLbu5xizWnT4mFe1FnwPcPn5mXJ.jpg,https://image.tmdb.org/t/p/original/oV1DaN7WwojkmwdcrVJvDDjZnlK.jpg,,"125076, 1222950, 1257547, 1240217, 1222436, 117508, 1717333, 1993728","10751, 18, 35",1.0,20.0,65.0,The K-eldest-son and K-eldest-daughter meet while sacrificing themselves in search of happiness and love.,18.036,,,13.0,2022-11-05,KR,342,175014
57433,"Cheer Up, Mr. Kim!","힘내요, 미스터 김!","adoption, rich woman poor man, family relationships, housekeeper, single father",2012-11-05,https://image.tmdb.org/t/p/w500/cGh4xyixgKOeSl9Pu08WPUyOlHj.jpg,,,"1252950, 123020, 1257555, 1146060, 564862, 1246906, 1060560, 560070, 1454806, 1257587, 1257556, 17128, 1184632, 938258, 138518","35, 10751, 18",1.0,124.0,35.0,A family drama involving a 32-year-old unmarried man who is raising four children! Kim Tae Pyung is a domestic helper and a legal guardian for four children who are not related by blood. Mr. Kim and his children go through a range of difficulties on their way to becoming a family. Let’s find out how they learn to accept each other as family members and become a true family!,17.984,,,,,KR,829,
88463,Arthdal Chronicles,아스달 연대기,"slavery, romance, revenge, curse, tribal, fantasy world, hidden identity, power struggle, identical twin, shamanism, high fantasy, father daughter relationship, supernatural power, war, gritty fantasy",2019-06-01,https://image.tmdb.org/t/p/w500/k5bKj5U2Z7AgkK3Mekji8xDHOuD.jpg,https://image.tmdb.org/t/p/original/1xx6xTsedlt44Lj4NKSQ1NUsnEd.jpg,1702876,"150698, 16962, 582130, 1059584, 551171, 1292971, 1678451, 2828043, 3481970","18, 10759",1.0,18.0,60.0,"In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.",17.804,8.1,37.0,,,KR,866,"86418, 119898"
111368,No Matter What,누가 뭐래도,"one-night stand, remarriage, prejudice, hardship, entertainment industry, soap opera",2020-10-12,https://image.tmdb.org/t/p/w500/4NqqA6ZUS9eDL7tGs57iD5FgUfv.jpg,https://image.tmdb.org/t/p/original/uUDl8D9bBJNbeE7Hj91QJikEfr8.jpg,,"126347, 69699, 1871991, 2028477, 147588, 1142756, 1101372, 1112436, 1742594","18, 10766",1.0,120.0,30.0,"A family drama around a flower shop filled with beautiful flowers 365 days in a year, that depicts the story of children who experienced parental divorce and remarriage, and grew up fighting in a world of prejudice and fiercely overcoming difficulties from work and love.",17.753,8.0,1.0,,,,,
136644,Why Her?,왜 오수재인가,"professor, romance, lawyer, law student, teacher student relationship, older woman younger man relationship, law firm, wrongfully accused, melodrama",2022-06-03,https://image.tmdb.org/t/p/w500/5OmQlGvYOWt8HLTfduyG4SMTTeZ.jpg,https://image.tmdb.org/t/p/original/xlfR299CUldVhouNS9OmCLHohgX.jpg,,"1333419, 2333298, 83637, 3104322, 2486578, 1572353, 2210940, 231476, 2033111, 2097078, 2285873, 2314736, 3305506, 1294526, 1123145, 1442596, 3652325","18, 9648",1.0,16.0,70.0,"A painful but exciting story of Oh Soo-jae, a cold lawyer who has become empty while pursuing only success, and Gong Chan, a law school student who is not afraid of anything to protect her.",17.713,8.35,20.0,,,KR,156,83914
5279,Princess Hours,궁,"royal family, based on comic, seoul, south korea",2006-01-11,https://image.tmdb.org/t/p/w500/7l2aN9cT7CZ8QPUKknlRsiTAx0k.jpg,https://image.tmdb.org/t/p/original/aYagJuQhXpeuq9PEc5ktrk9eukc.jpg,,"150125, 1233632, 85174, 1238642, 1233841, 126478, 1294914, 117349, 2068714, 63440, 1238647, 1238646, 84910, 1238644, 1238645, 1626031, 1627269","35, 18",1.0,24.0,60.0,"Chae Gyeong is an ordinary high school student. One day, she receives some unexpected news. Because of her grandfathers will, she must marry the unendurable Crown Prince Lee Shin who also attends her high school. Chae Gyeong resists the proposal but reluctantly marries him to help her debt-ridden family. As she struggles to adapt herself to the proper manners and royal duties of palace life and to her disagreeable husband, Lee Shin's sentimental cousin and second-in-line to the throne, Yul, steps into her life.  She feels like she can rely on Yul to help her, but finds it difficult not to worry about her haughty, cold-hearted husband. To help bridge this gap, the senior members of the royal family take some special measures to get them to spend the night together.",17.668,7.876,93.0,,,KR,97,64888
89604,One Spring Night,봄밤,"pharmacist, spring, romance, single father, librarian, father son relationship",2019-05-22,https://image.tmdb.org/t/p/w500/kFEIbuGVbIDQ5GPOWdw6heZVXKC.jpg,https://image.tmdb.org/t/p/original/w5P0EXYWyUZjWVYYgMOkiqvyE3W.jpg,,"1010877, 1470763, 2054220, 565393, 2011082, 1996227, 1191711, 1346897, 1374543, 2318275, 2344102, 4263, 2318277, 1737904, 2318278, 63441",18,1.0,32.0,30.0,"When Lee Jeong-in and Yu Ji-ho meet, something unexpected happens. Or it just may be that spring is in the air -- and anything is possible.",17.59,8.4,38.0,,,KR,97,29249
12539,Winter Sonata,겨울연가,,2002-01-14,https://image.tmdb.org/t/p/w500/mibZSsex085R6XJYBTPRc9HPlAO.jpg,https://image.tmdb.org/t/p/original/1LVlxXij8qigNzh5zfM9MdoBv7q.jpg,,"307481, 1243890, 62333, 84784, 1239245, 1243891, 1243892, 80459, 1243894, 1238555, 93252, 1243895, 553705",18,1.0,20.0,60.0,"First love, just by the careful reminiscing over these words people become emotional. Everyone feels that their first love was pure and near to them but as time passes the memories become faded. What if the first person that gave you these pure and innocent feelings had died? And what if this man that looked just like her first love appeared in front of her ten years later, right before she is about to get married? Can she fall in love with this man just because of the fact that he resembles hum? This drama tells the story of three people that are bounded together because of the destiny of their first love. Destiny has made these three meet, separate, and become entrapped by their ‘Family’ they had long forgotten about. The chained relationship intertwining among these people will slowly unfold in a mysterious way.",17.516,8.202,94.0,,,KR,342,10675
82237,The Beauty Inside,뷰티 인사이드,"body exchange, romance, based on movie, prosopagnosia, secondary couple, secret",2018-10-01,https://image.tmdb.org/t/p/w500/u3UGsVYD0nxsucvN7NHLzXP0FHu.jpg,https://image.tmdb.org/t/p/original/raoz5xNPjFijXtvloEOKwGIfCqV.jpg,,"1333419, 1299351, 123807, 1351550, 1350149, 1914405, 1267859, 1296101, 1238647, 118667, 1455231, 1043191, 1299283, 96634, 573788, 2339725","18, 35, 10751",1.0,16.0,60.0,"The love story between a top actress and an airline director who each suffers an unusual phenomenon. He suffers from prosopagnosia, while every month she transforms into someone else for a week.",17.459,8.141,39.0,,,KR,885,"49096, 86981, 106996"
87553,Her Private Life,그녀의 사생활,"based on novel or book, photographer, secret identity, fanatic, romantic comedy, fan culture, art gallery, pretend relationship, obssesive fan, art curator, fluffy, boss/employee relationship",2019-04-10,https://image.tmdb.org/t/p/w500/nr4BB5JoTyxrtaNVMECinuMzTMA.jpg,https://image.tmdb.org/t/p/original/3nZ7RifC9MwcQKLdphdeOr7SKVl.jpg,,"1234603, 1223134, 1591491, 1295461, 2142252, 1348579, 1352930, 1856378, 1772062, 587632, 96663, 123339, 1200384, 2275300, 2716546, 1627813","35, 18",1.0,16.0,60.0,"An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director.",17.445,7.78,41.0,,,KR,866,"36225, 86418"
196268,Anna,안나,"based on novel or book, lie",2022-06-24,https://image.tmdb.org/t/p/w500/2Dq9A4l5KaoBz1LerrDcBVgHdJm.jpg,https://image.tmdb.org/t/p/original/9K9ZiwcHDzP3Pchy32EQuUNPVzB.jpg,1747391,"1014784, 1142181, 2054220, 1698195, 4263, 2305038, 1326155, 2720442, 2286177",18,1.0,8.0,50.0,"It all starts with a simple lie. Lee Yu-mi takes on a privileged young woman's identity, leading her to a completely different life. When she marries a wealthy man whose ambitions gradually put them in the public eye, her perfectly-built persona begins to unravel.",17.406,7.615,13.0,,,KR,5169,"124754, 172462"
87615,Mother of Mine,세상에서 제일 예쁜 내 딸,"daughter, mother, married couple, restaurant, family relationships, sibling, office romance, family problems, mother daughter relationship, office worker",2019-03-23,https://image.tmdb.org/t/p/w500/aHedQeHh9B3owkAr78USZpK4POK.jpg,https://image.tmdb.org/t/p/original/cBySpypwZUtDMOyf29wyO9N5Uli.jpg,,"93252, 148673, 1254976, 87897, 2265617, 1601721, 1632316, 2265622, 87792, 1632258, 1299218, 2414745","10751, 18",1.0,108.0,35.0,"Story of a mother and three daughters living in modern day Korean society. The drama conveys a message about the low fertility rate, divorce rate, and the problems of the younger generation who are avoiding marriage.",17.394,9.2,4.0,,,KR,342,144417
38852,Dong Yi,동이,joseon dynasty,2010-03-22,https://image.tmdb.org/t/p/w500/sPQ73lf3rY5XLFXf3kIxKON6vzG.jpg,https://image.tmdb.org/t/p/original/xqfacS8cSBy0upWiC9uunfnDAxc.jpg,,"240145, 125730, 1239245, 145989, 1239251, 1248899, 96484, 140335, 1326172, 1630437, 578818, 1089693, 1107788, 1510020, 1029185, 1599717",18,1.0,60.0,65.0,"In 1961, there is a young girl named Dong Yi who lives in a slave village. She then decides to work in the palace as a servant. A few years later, she meets King Sukjong and they fall in love with each other. The King later makes her his concubine. But another concubine, Jang Ok Jeong dislikes Dong Yi and tries to frame her a few times. But, in the end, the King and Dong Yi have a son together and he later becomes the new King of Joseon.",26.718,8.643,21.0,,,KR,97,
116612,Beyond Evil,괴물,"corruption, police, detective, investigation, trauma, murder, serial killer, death, incident, mother son relationship, smart male lead, suspense, psychological manipulation",2021-02-19,https://image.tmdb.org/t/p/w500/qvR2V6BlXrJ7VTuhEfnXc4rTJTR.jpg,https://image.tmdb.org/t/p/original/poeG6PNjabZWM2gYwojE03jIDhh.jpg,,"25004, 1207629, 1500616, 2483538, 3038410, 87090, 3038411, 127848, 1191711, 1918350, 2176669, 3253127, 1985543, 2341408, 1893926, 552072, 3694842, 3694754, 3694844, 3694847, 3009030, 3555452, 566370","18, 80, 9648",1.0,16.0,65.0,"A serial murder case takes place in the small, peaceful city. The case is the same serial murder case that took place 20 years ago and changed Lee Dong-sik’s life. The two detectives work to catch the killer.",17.173,8.5,106.0,,,KR,885,"86981, 90935, 113206"
20960,East of Eden,에덴의 동쪽,romance,2008-08-26,https://image.tmdb.org/t/p/w500/ap9qG1fJqvbyMpZn4e5Rdsdhwwj.jpg,https://image.tmdb.org/t/p/original/sBxzDu1vMgaqXFfplNZtrj6LLkc.jpg,,"83020, 1244801, 1244834, 1235045, 127710, 126880, 1464875, 16288, 1253448, 1257633, 138114, 1254974, 939137, 994248, 1772732, 1527159, 42795, 1252370, 126351, 93997, 1237913, 1336527, 2128181","10759, 18",1.0,56.0,65.0,"The fate of two brothers diverge after the murder of their coal miner father, with one joining the mob and the other becoming a successful lawyer.",17.12,6.7,3.0,,,KR,97,70599
90814,Extracurricular,인간수업,"high school, friendship, bullying, school, criminal, secret life, school life, korean",2020-04-29,https://image.tmdb.org/t/p/w500/sgzV6RNvc3e7LyRdht11NTS6tVv.jpg,https://image.tmdb.org/t/p/original/lyTvNYixDDHyB5ddfD8CJHW4dnQ.jpg,301577,"2181746, 2633250, 1605872, 2176669, 87553, 127798, 587676, 2716546, 3247887","80, 18",1.0,10.0,55.0,"Determined to escape a dead-end life, a gifted high school student turns to a world of serious crime to ensure he can pay for college.",17.099,8.233,577.0,,,KR,213,133335
66393,"Bring It On, Ghost",싸우자 귀신아,"exorcism, based on comic, horror, romance, serial killer, ghost hunting, interspecies romance, college life, based on webcomic or webtoon",2016-07-11,https://image.tmdb.org/t/p/w500/zb92aCrjRAFxsgn9VUXXhiso6h8.jpg,https://image.tmdb.org/t/p/original/2gYZ0jQ7JKIukQSALPUXU7TZCbb.jpg,1463872,"235731, 1251647, 1564168, 123820, 557133, 1648169, 3100723, 2066205, 2283189, 1860477, 1294797, 1255410","18, 9648, 10765",1.0,16.0,65.0,Hyun-Ji studied for her 19 years before she died in an accident. She is now a ghost and has wandered around the world for several years. Hyun-Ji then meets exorcist Park Bong-Pal. Hyun-Ji and Bong-Pal listens to various stories from ghosts and sends them to the otherworld.,17.05,7.943,53.0,,,KR,866,"64888, 86418, 99228"
113710,Lovestruck in the City,도시남녀의 사랑법,"flashback, break-up, heartbreak, double identity, multiple couples, character development, secret, best friends, steamy kiss",2020-12-22,https://image.tmdb.org/t/p/w500/ylSkgVyStX0DwSF8irjQVAf2P4H.jpg,https://image.tmdb.org/t/p/original/cVOfsjGn1hrDUuiidNLJhcB7Qtf.jpg,,"1253391, 582130, 1256347, 2082223, 2239782, 1617157",18,1.0,17.0,30.0,"Heart stolen by a free-spirited woman after a beachside romance, a passionate architect sets out to reunite with her on the streets of Seoul.",17.025,7.736,106.0,,,KR,2748,"115714, 139214"
106935,Kiss Goblin,키스요괴,,2020-07-28,https://image.tmdb.org/t/p/w500/n7LpXbOys3qNAryJDHYanyb6jYd.jpg,https://image.tmdb.org/t/p/original/8PCHt7VTlIUNqNlCcuMuTaKEwMt.jpg,,"3104322, 1998163, 2055108, 2752543, 3610503, 2658775","35, 18, 10765",1.0,12.0,12.0,"Ban Sook, a 160 year old goblin, needs to kiss 10 times to become a human being. With each kiss, he learns a human emotion.  Can a goblin who wants to be a human being and a human being who hates other human beings coexist?",16.971,6.75,8.0,,,KR,1152,
17039,Emperor Wang Gun,태조 왕건,"historical figure, period drama, historical, 9th century",2000-04-01,https://image.tmdb.org/t/p/w500/4b8kej7ge8mYP9KQPzIEJQLNxtx.jpg,https://image.tmdb.org/t/p/original/gDHaejQAlm8AjqP3Oq2iCLiAlKw.jpg,,"1235481, 1764039, 125573, 69080","10768, 18",1.0,200.0,47.0,"Taejo Wang Geon was a 200-episode Korean drama starring Choi Soo Jong in the title role. It became very successful, reaching very high ratings, around 60%.",16.893,7.0,1.0,,,KR,829,
63787,Angel Eyes,엔젤 아이즈,,2014-04-05,https://image.tmdb.org/t/p/w500/l4O5DMWL806Ty6RxxRDzYysvb2G.jpg,https://image.tmdb.org/t/p/original/g8ZxwWAUbqWJUM2Xgeid1UitWbn.jpg,,"1257610, 1233840, 1257899, 939137, 118977, 1454802, 96484, 70338, 1307506, 572224, 1257611, 554945, 1523579, 3686697","18, 10751, 10749",1.0,20.0,60.0,"Yoon Soo-wan and Park Dong-joo were each other's first loves, but were forced to separate due to painful family circumstances. Soo-wan, who had been blind, eventually undergoes an eye transplant surgery that restores her sight.

Twelve years later, Soo-wan now works as an emergency rescue worker, while Dong-joo is a surgeon. They meet each other again. But Soo Wan is engaged to a Neurosurgeon, Kang Ji Woon. Knowing this, Park Dong Joo decided to keep quiet and not reveal his identity to Soo Wan and also decided to go back. Will Soo Wan realize that Doctor Dylan Park is her first love, Park Dong Joo? Will they end up together despite all the obstacles that they are going to face?",16.849,6.6,10.0,,,KR,156,83914
28680,The King Dae Joyoung,대조영,"historical, ancient kingdom, ancient korea, kingdom of goguryeo, korea, balhae",2006-09-16,https://image.tmdb.org/t/p/w500/65UTcWuCoDtbXAM66rryVuSEoyj.jpg,https://image.tmdb.org/t/p/original/so6Wr7Ie4HCTuwStmjQEum2xPdw.jpg,,"1235481, 1235476, 1248595, 1232904, 1250256, 428960, 1235477, 1122779, 1107788, 1257619, 1249395, 1491631, 1420983, 1253475, 3203922, 3686552",18,1.0,134.0,50.0,"This 100-episode epic drama vividly depicts the life of King Dae Jo-yeong and other heroes of the Balhae Kingdom, which dates back 1300 years ago.",19.735,7.0,3.0,,,KR,829,
34510,Sungkyunkwan Scandal,성균관 스캔들,"based on novel or book, romantic comedy, romance, historical fiction, joseon dynasty",2010-08-30,https://image.tmdb.org/t/p/w500/ooouIn2q5hN7EBT4kQebJTAzs6I.jpg,https://image.tmdb.org/t/p/original/yd2PlOFFKq8HYVupXR6F6Qm4ABz.jpg,,"1234603, 1246955, 572225, 150698, 1222431, 68904, 96659, 1257619, 587632, 224673, 1486292, 1348788, 1631356, 1478009, 1510533, 1350149","35, 18",1.0,20.0,66.0,"Kim Yun Hee is a smart, responsible young woman with an independent drive. Since her father passed away she has worked to support her family, but also managed to do well in her studies. When her younger brother's illness worsens and their family is in danger of being evicted from their house for lack of money. In her desperation to support him, Kim Yoon Hee decides to take the men's only national exam under her younger brother's name and disguises herself as a boy. On the day of the exam, Kim Yun Hee meets Lee Seon Joon and becomes friends. Lee Seon Joon comes from a privileged background and also possesses good looks. He is also arrogant. They both pass the national exam and she has to share a room together with him at Sungkyunkwan University, while hiding her true nature. There, she becomes friends with the playboy Goo Yong Ha and rebellious Moon Jae Shin.",16.497,8.0,19.0,,,KR,342,"63014, 110706"
99654,18 Again,18 어게인,"high school, fake identity, high school sports, based on movie, age change",2020-09-21,https://image.tmdb.org/t/p/w500/v6wGRQNp2XlgFlmX15R70QnwplU.jpg,https://image.tmdb.org/t/p/original/hGtx3dAB6x0ShXpDk4BBvt74Mtx.jpg,1893575,"2341408, 83012, 1255392, 1257587, 2621980, 1557181, 1372476, 994300, 2784956, 2490953, 2333298, 1257577, 127566, 96659","18, 35, 10765",1.0,16.0,68.0,"At a difficult place in his marriage and career, a middle-aged man gets a shot at a do-over when he's transformed back into his 18-year-old body.",16.483,8.56,142.0,,,KR,885,86981
135895,Kiss Sixth Sense,키스 식스 센스,"based on novel or book, workplace, office romance, supernatural power, boss/employee relationship, secret",2022-05-25,https://image.tmdb.org/t/p/w500/xEb7SmwmEt1LlzeABbHIIYWVxoy.jpg,https://image.tmdb.org/t/p/original/1CciqQoKW453lO7LQk1HeJDdauD.jpg,,"1257592, 127708, 118977, 1545079, 1494834, 1311205, 1239675, 2528428, 2150704, 3002505, 2457958, 1123145, 118667, 1257669","18, 10765",1.0,12.0,67.0,"Hong Ye-sul, a competent account executive at an advertising company, has one secret— she can see the future when her lips come into contact with another person. When Ye-sul accidentally kisses her stern team chief Cha Min-hu, she sees the impossible: herself in bed with him some time in the future. To add to her confusion and frustration, her ex-boyfriend Lee Pil-yo is attempting to win back her heart, shaking her life up even more.",16.456,7.778,9.0,,,KR,2739,147395
72374,School 2017,학교 2017,"high school, romance, coming of age",2017-07-17,https://image.tmdb.org/t/p/w500/gRusaBs5A7IOZBbu8YzmlIQhkMD.jpg,https://image.tmdb.org/t/p/original/iGsDkIw8upbIxpAnOz47VFDKV5N.jpg,,"1834241, 1619435, 1713025, 1761412, 1613836, 1663889, 1258626, 1275152, 1834243, 42797, 1515697, 1723485, 1929194, 2139736, 2369771, 3548739",18,1.0,16.0,65.0,"A coming-of-age story about the lives of 18-year-old high school students who are valued according to their ranking in school. Despite their frustrations, they find out how to make their own way in this world that seems to be a stagnant cycle of school and home. The seventh installment of KBS' School series which premiered in 1999.",18.059,7.052,29.0,,,KR,342,
129475,Inspector Koo,구경이,"detective, murder, private investigator, alcoholic, tragic past, suspense, smart female lead, eccentric female lead",2021-10-30,https://image.tmdb.org/t/p/w500/ihAWMJ3K9J7WwA3ph57lxCLsQGA.jpg,https://image.tmdb.org/t/p/original/fG60AnzllcdOzFTVcIjdPdEXejS.jpg,,"25001, 1872378, 93252, 2087239, 3254816, 1750380, 2589093","10759, 35, 18, 9648, 80",1.0,12.0,70.0,"A reclusive ex-cop reenters the game as an insurance investigator, searching for clues in crime scenes perfectly staged by a serial killer in her midst.",16.304,7.3,137.0,,,KR,885,"15975, 86981"
108285,Zombie Detective,좀비탐정,,2020-09-21,https://image.tmdb.org/t/p/w500/ndFDaobo9M0lfTjHRp9sVHT8OnO.jpg,https://image.tmdb.org/t/p/original/dh3TwG7drBLifKe4EW72xv2x0eV.jpg,,"1330916, 2633250, 1239675, 3031122, 1676565, 1676562, 2133923, 1988490","10765, 9648, 35, 18",1.0,12.0,60.0,"Kim Moo-Young has been a zombie for the past 2 years. To survive, he has mimicked the mannerisms of humans in a village. He then leaves for the city. There, Kim Moo-Young opens an office to work as a private detective. He does not remember anything before he became a zombie. He struggles to live with humans and to regain his past memory. Meanwhile, Kong Sun-Ji used to be a writer of a current affairs complaint program. A witness in a case, she was working on, was attacked by an unknown man. Due to that, she quit her job. She becomes involved with Kim Moo-Young and takes a part-time position at his private detective office.",16.288,8.85,20.0,,,KR,"342, 3357",110706
33268,"King of Baking, Kim Tak Goo",제빵왕 김탁구,,2010-06-09,https://image.tmdb.org/t/p/w500/rfCVIauTvMp5hYhB1iYzqpr8AK7.jpg,https://image.tmdb.org/t/p/original/vSq3UkcRQg7BzwJTxF1KLztOELk.jpg,,"1134687, 105410, 929574, 1244815, 235731, 547972, 994248, 1335793, 1622172, 1753985",18,1.0,30.0,60.0,"It tells the story of how a determined young baker overcomes many trials towards his goal of becoming the best baker in Korea. This story takes place in the 1970s to 1990s, starting after his conception and finishing when he reaches his mid-20s.",16.202,9.0,7.0,,,KR,342,68634
