tmdb_id,name,original_name,keywords,airing_date,poster_img_url,background_img_url,directors_ids,cast_ids,genres_ids,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,next_episode_to_air,next_episode_air_date,origin_country,networks_ids,production_companies_ids
99966,All of Us Are Dead,지금 우리 학교는,"high school, bullying, based on comic, horror, coming of age, survival, apocalypse, zombie, virus, based on webcomic or webtoon",2022-01-28,https://image.tmdb.org/t/p/w500/pTEFqAjLd5YTsMD6NSUxV6Dq7A6.jpg,https://image.tmdb.org/t/p/original/8Xs20y8gFR0W9u8Yy9NKdpZtSu7.jpg,1182291,"2125084, 1493898, 2185341, 2074587, 2402531, 1985557, 79577, 1916075, 1572347","10759, 18, 10765",2.0,12.0,65.0,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,356.852,8.423,2717.0,,,KR,213,"56797, 86981, 113553"
112888,True Beauty,여신강림,"high school, beauty, makeover, hidden identity, beauty standards, webtoon, based on webcomic or webtoon, secret",2020-12-09,https://image.tmdb.org/t/p/w500/sld43SJArZqlnANJabq8R5wdOZk.jpg,https://image.tmdb.org/t/p/original/31N42LhrxltHtS1bHYfZghjPDNB.jpg,,"1252016, 1604826, 2333298, 2175208, 1108037, 1872629, 2158882, 1676563, 2992404, 1985543, 3115918, 3129872, 2064247, 1998163","35, 18",1.0,16.0,75.0,"Lim Ju-kyung is a high school student. Since she was little, she has had a complex about her appearance. To hide her bare face, Ju-kyung always wears make-up. Her excellent make-up skills make her pretty and she hides her bare face in front of others. She gets involved with 2 men; Lee Su-ho and Han Seo-jun.",344.001,8.545,1139.0,,,KR,866,"36225, 86418, 119174"
208249,Game of Witches,마녀의 게임,,2022-10-11,https://image.tmdb.org/t/p/w500/9bTjPzX48VZGalKEBI6tiknUyLI.jpg,https://image.tmdb.org/t/p/original/akjmJsCDpvDP5tLoAQCF9AiWqJb.jpg,,"582555, 2117665, 1066220","18, 80, 9648",1.0,29.0,30.0,"Yu Kyung is a successful woman who is proficient enough to become an executive director of Chunha Group when she started as a secretary. She recently found out her daughter is alive, so she plans to get her back and take her revenge. Meanwhile, Hye Soo is a strong girl who faces challenges head-on. She has a daughter with Ji Ho, and she would do anything for her. However, she gets tragically betrayed by Ji Ho, the love of her life, over power and money. How will those two mothers end their fierce revenge?",216.535,,,17.0,2022-11-02,KR,97,26511
93405,Squid Game,오징어 게임,"secret organization, challenge, survival, fictional game show, cruelty, game, death match, prize",2021-09-17,https://image.tmdb.org/t/p/w500/dDlEmu3EZ0Pgg93K2SVNLCjCSvE.jpg,https://image.tmdb.org/t/p/original/4y6kEEfdrNIUnWnmELkoc3EmgG7.jpg,1294471,"73249, 1593672, 3194501, 1557181, 1048070, 1918350, 587677, 2965849, 1985557","10759, 9648, 18",2.0,9.0,54.0,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",294.357,7.833,11791.0,,,KR,213,112647
136699,Glitch,글리치,"friendship, investigation, ufo, miniseries, suspense",2022-10-07,https://image.tmdb.org/t/p/w500/dspwDOosidQT85oPDDHMM9zmaLw.jpg,https://image.tmdb.org/t/p/original/hGm3m4TzEsmBb9SF2mz8Uizx9uH.jpg,1293597,"2067860, 1523043, 1418580, 2239782, 150697, 1747532, 181332, 1511024, 3138793, 1605872, 2120094, 2758995, 2878492, 1572347, 2003804, 939133, 2098630, 2840538, 2124185","18, 35, 9648, 10765",1.0,10.0,54.0,A young woman joins forces with a UFO enthusiast to investigate her boyfriend’s sudden disappearance and stumbles into a wild conspiracy.,279.935,7.514,37.0,,,KR,213,133335
211174,Vengeance of the Bride,태풍의 신부,"revenge, daughter–in–law, enemy, woman",2022-10-10,https://image.tmdb.org/t/p/w500/aHUyK2XA76mn9GM36wu2rRKvwB5.jpg,https://image.tmdb.org/t/p/original/5gGfJIMB2ynRzERryQo8hTcdQXi.jpg,,"1568455, 1368061, 1940498, 1233712, 139509, 1798499, 2946951, 3719584, 141153, 2939533, 3719591, 2814163, 938258","18, 9648, 10751",1.0,100.0,40.0,The story of a woman who becomes the daughter-in-law of an enemy for desperate revenge.,221.488,,,19.0,2022-11-03,KR,342,77994
112836,Money Heist: Korea - Joint Economic Area,종이의 집: 공동경제구역,"robbery, bank, remake, money, bank robbery, hostage situation, hostage negotiator, inter-korean relations, korean reunification, hahoe",2022-06-24,https://image.tmdb.org/t/p/w500/fjAAxDPzllwnCMqHDXYlw4IlkaL.jpg,https://image.tmdb.org/t/p/original/lcTuggU70y6pt6x13Rv1Ffjs93K.jpg,,"10112, 28662, 1593672, 1937533, 551682, 1257600, 1692997, 1299252, 1630811, 2286203, 1694435, 147505, 2480883, 1565993, 3603071, 557743, 939133, 64455, 1329984, 125732","10759, 80, 18, 9648",1.0,6.0,,"Disguised under the shadows of a mask, a crew of desperados band together under the leadership of a criminal mastermind known only as “The Professor” to pull off the biggest heist Korea has ever seen.",198.96,7.905,384.0,,,KR,213,"126468, 142033"
201146,Love in Contract,월수금화목토,,2022-09-21,https://image.tmdb.org/t/p/w500/91diI2TKjaWMqKmjlcQeSnImg5n.jpg,https://image.tmdb.org/t/p/original/eoX8GS1j5F1mQaFHJigoPJDfklq.jpg,,"1234603, 1613823, 560070, 3229192, 2480883, 138527, 1859758, 3003941, 1239677, 2471960, 2033111, 1794445, 2381047, 3177082, 2636514","18, 35",1.0,16.0,70.0,"Can marriage be a business? Sang-eun is a single-life helper with 13 years of career. Her customers are those who need a wife for their public life under social pressure. Ji-ho is Sang-eun's MWF husband client who has been with her for 5 years. While short-term, abusing clients on TTS are driving Sang-eun mad, new long-term contractor Hye-jin appears and takes up the TTS husband schedule. With two different men, MWF husband and TTS husband, Sang-eun's week flows romantically crossing the borderline between public affairs and private emotions.",182.651,9.2,5.0,14.0,2022-11-03,KR,866,"70918, 128404"
67915,Goblin,쓸쓸하고 찬란하神-도깨비,"romance, super power, past life, immortal",2016-12-02,https://image.tmdb.org/t/p/w500/c2gon6zbqzL73DOl8mPQMMUJXvE.jpg,https://image.tmdb.org/t/p/original/smSbK5cd8T9XHcxEUcems23BDEF.jpg,1724565,"150903, 1067849, 1238592, 1254169, 1398345, 1257661, 1561631, 1566012, 560081","18, 10765",1.0,16.0,77.0,"In his quest for a bride to break his immortal curse, a 939-year-old guardian of souls meets a grim reaper and a sprightly student with a tragic past.",158.861,8.713,2351.0,,,KR,866,"36220, 86418"
154825,Business Proposal,사내맞선,"based on novel or book, businessman, fake identity, blind date, romance, heir, office romance, rich man poor woman, secondary couple, boss/employee relationship",2022-02-28,https://image.tmdb.org/t/p/w500/iLh7L8ZuvgdxFaM9sImyv2iKYLe.jpg,https://image.tmdb.org/t/p/original/9XvDKzoFqDLepuC3K3FFXCuD8jc.jpg,2145271,"1571598, 1834241, 1565088, 1761412, 1232904, 224673, 2463266, 1335771, 2120766, 2858603, 3247887, 3481219, 1504485, 2285866, 1627616, 2481327, 1571598, 2854670, 2144710, 2878474, 2934538, 1239675, 4263, 3009045, 2159490, 3489653, 1676283, 3548607, 3010130, 2887281, 3031338, 2400234","35, 18",1.0,12.0,60.0,An ordinary office worker disguises herself and goes on a blind date with her attractive boss in the place of her friend to end this unwanted marriage blind date after her request.,137.818,8.38,100.0,,,KR,"156, 213","78691, 83914, 139214"
154891,Woori The Virgin,우리는 오늘부터,"virgin, detective, pregnancy, romance, remake, heir, mother daughter relationship, unexpected pregnancy",2022-05-09,https://image.tmdb.org/t/p/w500/vYbah2lzD3kVqk9dTLPOF2GlZXa.jpg,https://image.tmdb.org/t/p/original/ewRZUs1o29bf49Y3A9gFqY4lYUS.jpg,1107289,"139502, 1256390, 2083708, 1255725, 1253559, 1574620, 3531272","35, 18",1.0,14.0,63.0,"A romantic comedy about a woman  Oh Woo Ri, who intended to remain chaste until marriage, accidentally winds up pregnant while undergoing a medical examination.",119.471,7.4,15.0,,,KR,156,"64888, 83914"
133091,My Sweet Dear,마이스윗디어,"restaurant, rivalry, co-workers relationship, chef, lgbt",2021-10-21,https://image.tmdb.org/t/p/w500/bi5xTUjzpe03ABXTZAq6oiPBwPQ.jpg,https://image.tmdb.org/t/p/original/pxz8dckoeMxEhzCMoTBpiFjRVlg.jpg,,"2658775, 3226942, 3251880, 3281953, 3281954",18,1.0,8.0,15.0,"A youthful romance set in a restaurant between an extraordinary genius chef, Choi Jung Woo and Laura Dining's head chef, Yoon Do Geon.",99.296,4.8,5.0,,,KR,"1390, 1671, 3732",110558
106651,Hellbound,지옥,"hell, cult, based on cartoon, supernatural creature, based on webcomic or webtoon, seoul, south korea",2021-11-19,https://image.tmdb.org/t/p/w500/5NYdSAnDVIXePrSG2dznHdiibMk.jpg,https://image.tmdb.org/t/p/original/ikN8ABD9pXHuW4JFqTEHr3ae8rd.jpg,939147,"572225, 232599, 571172, 1916226, 108538, 1793046, 3038410, 2239782, 1299244","18, 80, 10765",2.0,6.0,52.0,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",98.723,7.512,684.0,,,KR,213,127541
197067,Extraordinary Attorney Woo,이상한 변호사 우영우,"court case, court, autism, lawyer, courtroom, law firm, father daughter relationship, slight romance, nice male lead, smart female lead",2022-06-29,https://image.tmdb.org/t/p/w500/zuNOQVI4rEaqwknrfQUVKtlKE2C.jpg,https://image.tmdb.org/t/p/original/lfQnJr9ugRKtl3vhG6IfOOAhN8s.jpg,1920791,"1134684, 1565392, 1648169, 1572347, 2720442, 560070, 1579819, 2839957, 2790041, 2240033","18, 35",1.0,16.0,70.0,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,92.977,8.321,376.0,,,KR,"213, 5841","87422, 165813"
129478,The King's Affection,연모,"love triangle, based on comic, romance, teacher, cross dressing, historical fiction, twins, historical, first love, child abandonment, hidden identity, joseon dynasty, gender bender",2021-10-11,https://image.tmdb.org/t/p/w500/2Qim2grFzfNJ4h3QSTzxi8CsKdG.jpg,https://image.tmdb.org/t/p/original/4r7scgI5aUrShN0YzriAatWd15e.jpg,,"1134684, 1613836, 2176669, 2330965, 2858603, 1352803, 2238132, 1574622, 1813385, 1248899, 1257590, 141541, 1794446, 1348579, 3053194, 1632773, 79574, 3005649, 2931945, 1654414, 2275609, 2190254, 1398346, 2400529, 3643833",18,1.0,20.0,70.0,"When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret.",84.549,8.411,196.0,,,KR,342,"116360, 147395"
155226,Big Mouth,빅마우스,"greed, investigation, secret organization, film noir, murder, conspiracy, lawyer, mysterious killer, mysterious death, mysterious messages, mysterious figure",2022-07-29,https://image.tmdb.org/t/p/w500/gJDvYUJcPEDJzB3SnQokifPUtRF.jpg,https://image.tmdb.org/t/p/original/t5jnpVVWQBnl8B23bx3ijGCHt5L.jpg,,"1095818, 1252045, 2526744, 2736784, 1385609, 2133924, 125734, 1676563","9648, 18, 80",1.0,16.0,68.0,"A lawyer, caught up in a murder case, becomes a notorious and genius con artist overnight, in order to fight against a huge conspiracy and survive.",79.343,8.2,35.0,,,KR,97,"86418, 87422"
93490,My Country: The New Age,나의 나라,"friendship, romance, king, political intrigue , historical drama, joseon dynasty, goryeo dynasty",2019-10-04,https://image.tmdb.org/t/p/w500/dU6JSuUSy2ZkWdlMUKzkJjhqtKD.jpg,https://image.tmdb.org/t/p/original/37BaVWwZAAmjlOSoCeA1TqL0uyo.jpg,,"1809986, 1845057, 1374514, 69080, 428960, 80654, 93996, 1762692, 1614018","18, 10759",1.0,16.0,70.0,"Set during the turbulent time of the fall of Goryeo and the founding of Joseon, two former friends face-off against one another over a woman and the future shape of the nation.",76.437,7.6,25.0,,,KR,"213, 885","86981, 113206"
134465,Crazy Love,크레이지 러브,"romance, revenge, ceo, pretend relationship",2022-03-07,https://image.tmdb.org/t/p/w500/2N5Bixu3UQEONjDECicFqssCkxg.jpg,https://image.tmdb.org/t/p/original/z9NgxMBg6BCmLVfjawtnQwsOVh9.jpg,2859555,"1223134, 1330917, 1222951, 1953453, 2037998, 3465736, 1004565, 927755, 1348599, 2500485, 1491887, 3138793, 1806424, 3351068, 2141187, 1574622","18, 35",1.0,16.0,70.0,"No Go Jin is the most popular mathematics instructor in the private education field and the CEO of GOTOP Education. Even though he has only a high school level education, he has achieved all of his success due to his extreme intelligence. He seems like a perfect man with a handsome appearance, high IQ, and wealth. He is also narcissistic. One day, he is suddenly warned that he will be murdered.

Lee Shin A works as No Go Jin’s secretary. She is a diligent and responsible employee. Due to her quiet and introverted personality, she has little presence with her boss No Go Jin and her colleagues at work. Her colleagues begin to recognize her, because she has worked for the notorious No Go Jin for more than 1 year. She then learns that she does not have much time left to live.",73.785,7.35,20.0,,,KR,342,147395
135157,Alchemy of Souls,환혼,"martial arts, assassin, magic, prince, secret organization, body exchange, romance, transmigration, female assassin, martial arts master, historical, wizard, soul transference, master disciple relationship, magical powers, multiple main characters, assassin female lead, birth secret, prince male lead",2022-06-18,https://image.tmdb.org/t/p/w500/q2IiPRSXPOZ6qVRj36WRAYEQyHs.jpg,https://image.tmdb.org/t/p/original/pj3zCnPXI5Bh3lblZAgfzWUAn5v.jpg,,"1879169, 1736364, 2353469, 2791233","18, 10759, 9648, 10765",2.0,30.0,74.0,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",73.545,8.682,168.0,1.0,2022-12-10,KR,866,86418
133678,Once Upon a Small Town,어쩌다 전원일기,based on novel or book,2022-09-05,https://image.tmdb.org/t/p/w500/om5RqlMYD5LRNEkSkpNrn6W9rqo.jpg,https://image.tmdb.org/t/p/original/bdkfBz4waYCe3DsgLMMHsgQGw8R.jpg,2149805,"1547207, 2959217, 3254816, 2720442, 17127, 2688877, 3762395, 3367106, 2228586, 3762396, 3237489",18,1.0,12.0,36.0,"Against his wishes a veterinarian from the big city relocates to the countryside, where he meets a policewoman, a town insider with a friendly secret.",68.629,8.313,16.0,,,KR,"213, 2748",139214
45579,The Moon Embracing the Sun,해를 품은 달,"based on novel or book, joseon dynasty",2012-01-04,https://image.tmdb.org/t/p/w500/zr6XJUtT61gWhWwjPIraY13SkAE.jpg,https://image.tmdb.org/t/p/original/qRwrosN7w3FAcSVC9ZtbZvxHVrY.jpg,,"1251581, 1207629, 1245330, 140335, 1234600, 1350149, 235731, 1545928, 227447, 1296713, 1252867, 1454806, 96659, 496937, 561199, 93997, 1349146, 1512476, 1043191, 994248, 1253449","18, 10765",1.0,20.0,65.0,"Years after she's assumed dead by the palace, a young noblewoman, now trained as a shaman, returns to court to reclaim her rightful position as queen.",68.413,7.97,169.0,,,KR,97,10675
68349,Weightlifting Fairy Kim Bok-Joo,역도요정 김복주,"friendship, sports, college, romance, weightlifting",2016-11-16,https://image.tmdb.org/t/p/w500/kyZKEtDNBS5S3ZobqJssdhUYUfv.jpg,https://image.tmdb.org/t/p/original/s6k1teuMVH01038PhjpvgX4dmht.jpg,989366,"1482876, 1459772, 1206963, 1101359, 1540825, 1676563, 1671006, 1179570, 1701993, 240081, 93996, 86329, 1648169, 240082, 1572354, 587674, 1624590, 2222726, 1095818","35, 18",1.0,16.0,60.0,"A spunky female weightlifter and free-spirited male swimmer meet on campus, only to find out their pasts may be intertwined.",66.659,8.707,645.0,,,KR,97,70599
16420,Boys Over Flowers,꽃보다 남자,"high school, friendship, love triangle, bullying, romance, love-hate relationship, school, based on manga, rich parents, rich man poor woman, rich kids, reverse harem",2009-01-05,https://image.tmdb.org/t/p/w500/Apn2ccFuy7uahKAd0Kb9DbQQvNY.jpg,https://image.tmdb.org/t/p/original/g1xn0ce0PQ5Kk7FSj6lMuLNqyiX.jpg,,"1233840, 1245104, 1245820, 138114, 1246228, 117508, 588209, 1193410, 63440, 63444, 138532, 1257602, 1239677, 1251074, 1510020, 2588206","35, 18",1.0,25.0,65.0,A working class girl winds up at an exclusive prep school. Unassuming high school girl Jan Di stands up to -- and eventually falls for -- a spoiled rich kid who belongs to the school's most powerful clique.,65.63,8.274,1540.0,,,KR,342,64888
134675,Little Women,작은 아씨들,"sibling relationship, based on novel or book, woman director, sister sister relationship, sisters",2022-09-03,https://image.tmdb.org/t/p/w500/xRTkSIL7vxQcAvrod9AX5RwMfcX.jpg,https://image.tmdb.org/t/p/original/vk6bPEyGdublRolHie9h41RiKwP.jpg,2971576,"1067849, 939137, 2125084, 1557181, 1299243, 1293088, 92678, 2605967, 2122696, 2288847, 73252, 3555452, 998412","18, 9648, 10759",1.0,12.0,74.0,"Missing ₩70 billion appears to three sisters who grew up in absolute poverty but with a close bond. Entangled in a conspiracy that involves the rich and powerful, three sisters who wanted to live like everyone else confront a life task whether to keep or to return the money.",64.857,8.5,23.0,,,KR,866,86418
114395,A Love So Beautiful,아름다웠던 우리에게,remake,2020-12-28,https://image.tmdb.org/t/p/w500/mNFn1UcwF9ABWS5RrjoZP12z267.jpg,https://image.tmdb.org/t/p/original/vPwMa5qSyUtCTt7NOX6t5Pi2sam.jpg,,"2887247, 2887250, 2396050, 2082223, 1704081, 3652325","18, 35",1.0,24.0,24.0,"Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood.",61.152,8.492,399.0,,,KR,2748,"125466, 139214"
96777,The Silent Sea,고요의 바다,"future, research, mission, moon, space, moon base, 2070s, silent, based on short film, science mystery, space mystery",2021-12-24,https://image.tmdb.org/t/p/w500/fFT0IgqtCOks4munDTxQwkvNJkd.jpg,https://image.tmdb.org/t/p/original/9hNJ3fvIVd4WE3rU1Us2awoTpgM.jpg,1954876,"21688, 150903, 1257963, 1352930, 1346897, 1682490, 2123796, 2392080, 2313835, 2683823, 2221392, 2256730, 1191711, 1918350, 2115785","18, 10765, 9648",1.0,8.0,45.0,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",61.017,7.856,444.0,,,KR,213,114517
110356,My Name,마이 네임,"police, undercover, fight, truth, revenge, murder, death, drug",2021-10-15,https://image.tmdb.org/t/p/w500/h9p1zxKzti35Aqe6xpwkP9NlG7p.jpg,https://image.tmdb.org/t/p/original/yjsXtps0rw36UB8TomSjI4y4zvR.jpg,301577,"2112859, 93999, 1591491, 123820, 1615316, 3003834","80, 18, 9648, 10759",1.0,8.0,50.0,"Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction.",60.367,8.309,600.0,,,KR,213,112824
209408,Bad Prosecutor,진검승부,prosecutor,2022-10-05,https://image.tmdb.org/t/p/w500/t5GIFwntLGrGomQfioCOPnvVZR6.jpg,https://image.tmdb.org/t/p/original/jAyyqoQj4Re9Qjal0QJdpYbZVmg.jpg,,"1470219, 2752543, 1953453, 123820, 1348599, 2067069, 1060560, 63441, 25003, 2485848, 2441975, 1669141, 3623817","10759, 18",1.0,12.0,63.0,The delinquent prosecutor destroys everything corrupted with wealth and power. His face-off with evil begins.,57.481,7.4,7.0,10.0,2022-11-03,KR,342,"95314, 147142"
89641,Love Alarm,좋아하면 울리는,"high school, friendship, love triangle, technology, love, matchmaking, teen drama, based on webcomic or webtoon",2019-08-22,https://image.tmdb.org/t/p/w500/s87JyAWtRLLlmsYWXTED1l8henB.jpg,https://image.tmdb.org/t/p/original/3LxH7kVJOK0dW5vdjPzKQ4ZWVQy.jpg,,"235731, 1865300, 1878952, 1787992, 1307736, 2369771, 2828043, 2130298, 102269, 229947, 1488075, 1793045, 2087240","18, 10765",2.0,14.0,50.0,"Love Alarm is an app that tells you if someone within a 10-meter radius has a crush on you. It quickly becomes a social phenomenon. While everyone talks about it and uses it to test their love and popularity, Jojo is one of the few people who have yet to download the app. However, she soon faces a love triangle situation between Sun-oh whom she starts to have feelings for, and Hye-young, who has had a huge crush on her.",57.427,8.454,1756.0,,,KR,213,"86418, 126405"
201852,One Dollar Lawyer,천원짜리 변호사,lawyer,2022-09-23,https://image.tmdb.org/t/p/w500/AoyepneE9LkLSlVKdJb33mcXfFe.jpg,https://image.tmdb.org/t/p/original/dE2Ey8s35PezgPgPntsUiiVCYzx.jpg,,"1239247, 2334143, 1500616, 126743, 1232904, 1631996, 2288847, 531736",18,1.0,12.0,60.0,"Courts are not equally accessible to everyone and people lose trust in the judicial system. But here comes a lawyer with the best skills and a commission fee of just one dollar, committed to social justice and defending fundamental human rights. This extraordinary defense lawyer confronts blindfolded justice and highly paid opposing counsel for his clients' rights.",55.429,9.3,10.0,11.0,2022-11-04,KR,156,83914
96648,Sweet Home,스위트홈,"suicide, based on comic, horror, thriller, school, apartment building, isolationism, apartment, based on webcomic or webtoon",2020-12-18,https://image.tmdb.org/t/p/w500/1h4OqxXYRRM2FA3Nu6GBgD3puJj.jpg,https://image.tmdb.org/t/p/original/mceCXNTny6a5F3rQgShLoyARw4l.jpg,,"1878952, 1299479, 138532, 2341408, 1747532, 1787992, 1983073, 2791233, 1222431, 123820, 2125943, 1576059, 3247828, 2784573, 118667","18, 10765",2.0,10.0,52.0,"As humans turn into savage monsters and wreak terror, one troubled teen and his apartment neighbors fight to survive — and to hold on to their humanity.",53.955,8.504,911.0,,,KR,213,"86418, 119174"
129888,Twenty Five Twenty One,스물다섯 스물하나,"friendship, workaholic, fencing, romance, flashback, sword fight, financial crisis, 1990s, broken promise, athelete, part-time worker",2022-02-12,https://image.tmdb.org/t/p/w500/yCQFnmYhYf7XALMka2EoBRAFmPO.jpg,https://image.tmdb.org/t/p/original/jvFfHNiCKPWRULvkmeocyjm4QtE.jpg,2353086,"1537768, 1459772, 1881078, 3126573, 3155118, 3480736, 1299278, 2275609, 2067069, 2452392, 3495015, 3125374, 2115546, 2500947, 147853, 2961341, 2776202, 1496147",18,1.0,16.0,75.0,"In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life.",50.246,8.667,63.0,,,KR,866,"36220, 86418"
79434,What's Wrong with Secretary Kim,김비서가 왜 그럴까,"based on novel or book, secretary, office romance, narcissist, vice president",2018-06-06,https://image.tmdb.org/t/p/w500/w6muIYgrx1XZFombs3N8owfgLwf.jpg,https://image.tmdb.org/t/p/original/kKlzA0owtx63wxpiYxgzSXrx6yz.jpg,,"1347525, 1234603, 1407750, 1818072, 145363, 77182, 1648169, 1257657, 1336802, 1239675, 2055108, 2055110, 2083708, 1863422, 1547202, 230362, 1486292, 2704194","35, 18",1.0,16.0,60.0,"Lee Young-Joon's family runs a large company and he works as the vice-president of the company. He is smart, rich and handsome, but he is arrogant. His secretary is Kim Mi-So. She has worked for him for years and she is perfect for him, but Kim Mi-So decides to quit her job.",49.974,8.424,471.0,,,KR,866,"36225, 86418, 139214"
65143,Descendants of the Sun,태양의 후예,"friendship, army, surgeon, romance, hospital, doctor, soldier, military, medical",2016-02-24,https://image.tmdb.org/t/p/w500/d0XyclHMeH9sBjay3sXvSKAWeFC.jpg,https://image.tmdb.org/t/p/original/o9Z8O0gdi6Qvvzk86RdnnBjBGDq.jpg,,"150698, 74421, 582130, 1299287, 1557700, 109060, 1596584, 566375, 572224, 1575015, 1113060, 1256347, 1591491, 145360, 1330446, 79577, 1839362, 3510437, 2081771, 1494834, 1737904, 2166026, 1142756, 3682027, 3686810",18,1.0,16.0,60.0,A drama about the love of people who get closer as they learn to be considerate of each other in desperate times and sacrifices made by people who throw themselves into natural disasters.,49.629,8.47,595.0,,,KR,342,106996
94796,Crash Landing on You,사랑의 불시착,"love triangle, spy, con man, romance, tension, soldier, heiress, paragliding, star crossed lovers, accident, accidental love, north korea, inter-korean relations",2019-12-14,https://image.tmdb.org/t/p/w500/bXo9sDqMmo4dEOPSPLR7sdYPTvz.jpg,https://image.tmdb.org/t/p/original/o3Htmlg6BfNs8Ew7yjsRzVnYSEs.jpg,,"544107, 86889, 127708, 20264, 1257611, 2526744, 2526745, 1619435, 145999, 4259, 2149762, 1123505, 1352930, 463583, 2533271, 2123570, 2158882, 1694435, 462583, 1574622, 1686201, 2992836, 62333, 3167107","18, 35, 10768",1.0,16.0,85.0,"A paragliding mishap drops a South Korean heiress in North Korea -- and into the life of an army officer, who decides he will help her hide.",49.599,8.661,382.0,,,KR,866,"86418, 124754"
74682,I Am Not a Robot,로봇이 아니야,"artificial intelligence, romance, robot, heir, hidden identity, rich man poor woman, robot girl, double identity, robotics, humanoid robot, fluffy, haphephobia, hardworking female lead, eccentric male lead",2017-12-06,https://image.tmdb.org/t/p/w500/2l1KTliFU7SjNT1OpTojbvjEnZe.jpg,https://image.tmdb.org/t/p/original/vpvnVjI6qHGStQSlQV3impyhUFJ.jpg,,"110382, 1466233, 1293088, 1648169, 1106149, 1257619, 1834243, 553703, 1551424, 42799, 989991, 1257669, 2150704, 2125943, 2159391","35, 10765, 18, 10751",1.0,32.0,35.0,"Kim Min Gyu has wealth and success, but lives an isolated life due to his allergy of people. He then meets and falls in love with a girl who is pretending to be a robot for her ex-boyfriend, a genius robots professor.",49.02,8.368,582.0,,,NC,97,167756
93846,The King: Eternal Monarch,더 킹 : 영원의 군주,,2020-04-17,https://image.tmdb.org/t/p/w500/7SLlbkzOJb8v9wXVYIcqozx2hxe.jpg,https://image.tmdb.org/t/p/original/d3JURIRyAWELT1JELe56ia7gams.jpg,,"1245104, 1067849, 1845057, 2033236, 1142181, 64497, 935995, 141153, 1572347, 1737904, 79574, 1525617, 2238132, 1863422, 2762553, 2589093, 2561745, 3105281","10765, 18",1.0,16.0,72.0,"Lee Gon is the third Korean emperor of his generation. His citizens regard him as the perfect leader. But behind this flawless appearance, hides a deep wound. When he was eight years old, his father was murdered before his eyes following a coup. Today, instead of respecting his filial duty, he prefers to escape the palace to attend university conferences. During one of his escapades, he sees himself propelled into a parallel world where he meets Jeong Tae Eul, an inspector with whom he teams up with to defeat the criminals but also close the door between their two worlds.",48.985,8.4,743.0,,,KR,156,"36220, 86418"
18495,Nonstop,논스톱,,2000-05-15,https://image.tmdb.org/t/p/w500/elXJzhz1dM0lO7fK2BfO2pVtC7l.jpg,,,"544107, 1240218, 1029154, 570002, 1622771, 109644, 1623677, 1623678, 1623679, 1623680, 1489076, 1238413, 1334549, 553688, 121731, 1233841, 1239241","18, 35",6.0,476.0,25.0,"Nonstop is a South Korean slice-of-life sitcom that broadcast its first season in 2000 on MBC. It continued with 5 more seasons. The series was popular for its cast of teen idols, many who debuted through the show..",48.734,4.3,3.0,,,KR,97,
123349,The Sound of Magic,안나라수마나라,"high school, musical, based on comic, growing up, debt, psychological, student, based on webcomic or webtoon, melodrama, youth, poor female lead",2022-05-06,https://image.tmdb.org/t/p/w500/jrWM82Hie9DAkoDzXh3pxAFwf9d.jpg,https://image.tmdb.org/t/p/original/tX5W2a0B9r4cs25G78tKjNv76Gj.jpg,,"1253391, 2483538, 2333298, 3281037, 1510020, 3391312, 2663920, 1336804, 1299278, 1203792, 3649772","18, 10765",1.0,6.0,69.0,An enigmatic magician living in an abandoned amusement park introduces magic into the life of a high schooler struggling with harsh realities.,48.454,7.45,50.0,,,KR,213,"86981, 126468"
